score,Insu R1,Insu R2,Insu R3,SC Tap1,SC Tap2,SC Tap3,R12.1,R12.2,R12.3,R12.4,R12.5,R12.6,R12.7,R12.8,R12.9,R12.10,R12.11,R12.12,R12.13,R12.14,R12.15,R12.16,R12.17,R23.1,R23.2,R23.3,R23.4,R23.5,R23.6,R23.7,R23.8,R23.9,R23.10,R23.11,R23.12,R23.13,R23.14,R23.15,R23.16,R23.17,R31.1,R31.2,R31.3,R31.4,R31.5,R31.6,R31.7,R31.8,R31.9,R31.10,R31.11,R31.12,R31.13,R31.14,R31.15,R31.16,R31.17,x10,x20,x30,Cap HL,Tan HL,Cap LH,Tan LH,BD Main,BD OLTC,Bush1 cap,Bush1 tan,Bush2 cap,Bush2 tan,Bush3 cap,Bush3 tan,Surge1 loss,Surge1 leak,Surge2 loss,Surge2 leak,Surge3 loss,Surge3 leak,CO2,C2H4,C2H2,C2H6,CH4,CO,C3H6,C3H8,H2,O2,N2
100,3,3,3,95,74.33333333,58,9.484761905,9.377018009,9.269199134,9.161455238,9.053636364,8.945892468,8.838073593,8.730329697,8.622510823,8.514766926,8.406948052,8.299204156,8.191385281,8.083641385,7.975822511,7.868078615,7.76025974,9.484761905,9.377018009,9.269199134,9.161455238,9.053636364,8.945892468,8.838073593,8.730329697,8.622510823,8.514766926,8.406948052,8.299204156,8.191385281,8.083641385,7.975822511,7.868078615,7.76025974,9.484761905,9.377018009,9.269199134,9.161455238,9.053636364,8.945892468,8.838073593,8.730329697,8.622510823,8.514766926,8.406948052,8.299204156,8.191385281,8.083641385,7.975822511,7.868078615,7.76025974,20,20,20,10,0.01,20,0.01,64.31666667,74.31666667,200,0.01,200,0.01,200,0.01,40,0,40,0,40,0,9077,5,0,6,32,349,20,31,18,10838,90565
89.33333333,0.820422535,1.653439153,1.590517241,97.36666667,76.31666667,59.98333333,9.4744,9.366,9.2569,9.1482,9.0395,8.9312,8.8225,8.7135,8.605,8.4962,8.3876,8.2785,8.1705,8.0615,7.9527,7.8443,7.7556,9.4739,9.3651,9.2562,9.1478,9.039,8.9307,8.8221,8.7124,8.6047,8.4964,8.3874,8.2786,8.17,8.0612,7.953,7.8438,7.7352,9.4744,9.3659,9.2569,9.1488,9.0396,8.9312,8.822,8.7135,8.6046,8.4965,8.3874,8.279,8.1704,8.0617,7.9528,7.8441,7.7355,19.42,21.11,17.3,9.9548,0.0763,9.95484,0.0885,83.83333333,83.83333333,193.562,0.4752,173.922,0.4134,173.02,0.395,20.9,10,21.1,10,24.5,10,7350,9,0,3,12,186,45,25,0,14826,4950
93.06666667,2,2.699386503,4.181818182,83.91483333,65.3227,51.0107,9.48,9.371,9.263,9.154,9.045,8.936,8.827,8.719,8.61,8.501,8.392,8.284,8.175,8.066,7.958,7.849,7.74,9.48,9.372,9.263,9.154,9.045,8.936,8.827,8.719,8.61,8.502,8.392,8.284,8.175,8.066,7.957,7.849,7.74,9.48,9.371,9.263,9.154,9.045,8.946,8.838,8.731,8.623,8.515,8.407,8.299,8.192,8.084,7.976,7.868,7.761,14.223,14.136,14.195,13.67866,0.16,21.12706,0.19,70.6,66.95,172.07,0.38,172.98,0.39,172.26,0.37,53.9,0,53.3,0,55.7,0,8422,82,0,3,12,1078,8,11,16,15102,5087
93.73333333,1.358778626,1.510204082,1.246376812,96.43803333,75.20166667,58.68166667,9.4721,9.3624,9.2552,9.1461,9.0376,8.9296,8.8211,8.7115,8.604,8.4954,8.3859,8.2776,8.1693,8.0611,7.9525,7.8438,7.7346,9.4715,9.3525,9.2542,9.1465,9.0384,8.9299,8.8211,8.7122,8.6038,8.4954,8.3867,8.2778,8.1685,8.0608,7.9526,7.8434,7.7344,9.4724,9.363,9.2525,9.1467,9.0379,8.9293,8.821,8.7123,8.6037,8.4949,8.3865,8.278,8.1692,8.0605,7.9521,7.8438,7.7351,83.71,83.13,82.81,13.4187,0.0883,21.1933,0.1287,82.45,69.03333333,174.896,0.3818,173.452,0.4007,176.453,0.4145,19.9,0,18.3,0,17.9,0,10457,5,0,6,29,202,20,39,0,1784,63381
87.45833333,1.606948969,1.540256709,1.274298056,97.79,76.23333333,60.99333333,9.4784,9.3702,9.2625,9.1536,9.0459,8.9374,8.829,8.7201,8.6118,8.5042,8.3961,8.2875,8.1791,8.0709,7.9625,7.8547,7.7458,9.4779,9.3699,9.2624,9.1535,9.0457,8.9373,8.829,8.7211,8.6124,8.5036,8.396,8.2872,8.1796,8.0713,7.9328,7.8543,7.746,9.4779,9.3702,9.2616,9.1538,9.0452,8.9372,8.8283,8.7203,8.6116,8.8035,8.3956,8.2877,8.1789,8.0707,7.9625,7.8542,7.7461,19.6,21.53,17.95,9.64728,0.1377,16.3218,0.2044,57.58333333,86.6,,,248.834,0.2487,255.326,0.286,56.3,10,53.1,10,56.3,10,2955,12,0,0,2,244,0,0,0,7313,31776
90.26666667,1.5,1.238709677,1.26953125,94.27233333,73.99566667,58.21833333,9.4801,9.3719,9.2634,9.1553,9.0467,8.9388,8.8302,8.7219,8.6138,8.5053,8.3972,8.2886,8.1805,8.0723,7.9639,7.8557,7.7474,9.4805,9.3723,9.2645,9.1555,9.0474,8.939,8.831,8.7227,8.6138,8.5058,8.3974,8.2895,8.1809,8.0727,7.9643,7.8561,7.7479,9.4803,9.3719,9.2635,9.1554,9.0471,8.9389,8.8302,8.7217,8.6139,8.5056,8.3973,8.2887,8.1808,8.0721,7.9642,7.8557,7.7477,36.83,37.16,38.21,9.48289,0.1179,16.3189,0.1793,68.3,74.46666667,248.909,0.2395,245.144,0.2392,255.005,0.292,61.7,0,64.2,0,68.5,0,4774,17,0,4,12,777,30,0,0,24140,98633
87.45833333,1.421875,1.352727273,1.483870968,93.76533333,73.564,57.88633333,9.4765,9.3683,9.2602,9.1524,9.0442,8.9361,8.8277,8.7196,8.6113,8.5031,8.3949,8.2866,8.1784,8.0702,7.9623,7.854,7.7458,9.4764,9.368,9.2601,9.1521,9.0441,8.9358,8.8276,8.7195,8.6113,8.5032,8.3949,8.2867,8.1783,8.0704,7.9621,7.854,7.7457,9.477,9.3685,9.2604,9.1526,9.0445,8.9361,8.828,8.7197,8.6116,8.5032,8.3951,8.2869,8.1784,8.0706,7.9625,7.854,7.7459,23.63,22.81,25.71,9.57577,0.095,16.3964,0.1579,58,78.25,252.848,0.2684,239.112,0.2671,248.977,0.2678,40.7,0,42.2,0,42.7,0,5651,25,0,5,21,499,26,0,41,6871,56351
96.25,2,2.610169492,2.901960784,71.63356667,56.63703333,44.27326667,9.493,9.391,9.28,9.179,9.069,8.959,8.848,8.738,8.628,8.526,8.416,8.314,8.204,8.094,7.984,7.874,7.763,9.493,9.391,9.281,9.179,9.069,8.959,8.849,8.738,8.628,8.527,8.416,8.314,8.204,8.094,7.984,7.874,7.764,9.493,9.391,9.281,9.179,9.069,8.959,8.849,8.738,8.628,8.527,8.416,8.315,8.205,8.094,7.984,7.874,7.763,17.18,17.16,17.2,9.69607,0.12,16.57106,0.16,63.23333333,57.70833333,172.37,0.38,175.36,0.39,170.79,0.39,65.1,0,62.9,0,63.2,0,6034,27,0,7,23,850,30,15,58,13058,81604
92.13333333,1.6,2.529411765,3.477272727,96.77333333,75.98666667,59.76333333,9.483,9.374,9.266,9.158,9.049,8.941,8.833,8.725,8.616,8.508,8.399,8.291,8.183,8.074,7.966,7.858,7.749,9.483,9.374,9.266,9.157,9.049,8.941,8.833,8.724,8.616,8.508,8.399,8.291,8.183,8.074,7.966,7.857,7.749,9.483,9.375,9.266,9.157,9.05,8.941,8.833,8.724,8.616,8.508,8.399,8.291,8.183,8.074,7.966,7.858,7.749,16,16.27,16.13,9.6168,0.14,16.1495,0.14,80.78333333,71.93333333,252.35,0.027,260.67,0.29,250.62,0.36,88.8,0,87.2,0,85.3,0,8194,24,0,12,34,833,58,17,0,10147,5237
89.33333333,1.203508772,1.116883117,1.281767956,87.72533333,69.957,56.563,9.4716,9.3634,9.257,9.1507,9.0439,8.9372,8.8314,8.7237,8.6172,8.5106,8.404,8.297,8.1902,8.0837,7.9793,7.8715,7.7637,9.4703,9.3636,9.257,9.1508,9.0442,8.9374,8.8304,8.7239,8.6172,8.5107,8.4037,8.2969,8.1906,8.0837,7.9773,7.8704,7.7639,9.4703,9.3636,9.257,9.1504,9.0438,8.9373,8.8305,8.7238,8.6171,8.5103,8.4034,8.2969,8.1898,8.0835,7.9768,7.8703,7.7634,20.37,21.68,19.83,7.6746,0.255,15.3522,0.2444,91.45,84.95,263.048,0.2137,,,,,42.7,,22.5,0,22,0,6650,307,0,511,590,280,323,268,212,9755,93214
85.58333333,1.254545455,1.170491803,1.27607362,87.542,69.79166667,56.366,9.47,9.3633,9.2567,9.1504,9.0436,8.937,8.8302,8.7234,8.617,8.5101,8.4033,8.2967,8.1901,8.0833,7.9768,7.87,7.7634,9.4726,9.3657,9.2593,9.153,9.0462,8.9396,8.8329,8.7262,8.6198,8.513,8.4064,8.2999,8.1927,8.0864,7.9798,7.8731,7.7667,9.4726,9.366,9.2594,9.1532,9.0465,8.9393,8.833,8.7262,8.6196,8.5132,8.4062,8.2998,8.193,8.0862,7.9798,7.873,7.7664,18.85,19.52,17.97,7.73192,0.3571,16.248,0.3567,55.65,54.76666667,263.862,0.3075,262.728,0.226,260.52,0.235,18.1,0,21,0,22,0,,10,0,362,188,300,45,256,8419,1637,4434
88.4,1.182662539,1.197568389,1.285714286,87.514,69.80466667,56.42866667,9.4697,9.363,9.2565,9.15,9.0434,8.9367,8.8301,8.7233,8.6166,8.51,8.4032,8.2965,8.1899,8.083,7.9768,7.87,7.7633,9.4703,9.363,9.2566,9.1504,9.0435,8.9369,8.8306,8.7234,8.6171,8.5104,8.4033,8.2968,8.1899,8.0832,7.9769,7.87,7.7634,9.4701,9.3631,9.2569,9.1501,9.0437,8.937,8.8302,8.7234,8.6168,8.5102,8.4035,8.2966,8.1898,8.0832,7.9767,7.8699,7.7631,29.05,30.08,31.29,7.64046,0.4431,15.6612,0.5352,60.63333333,84.23333333,263.958,0.5413,259.668,,260.354,4.2992,234.8,,63.8,0,40.9,0,12024,8,0,267,141,111,36,196,168,1628,2242
87.31666667,1.12601626,1.089147287,1.340136054,87.94266667,70.13166667,56.631,9.4819,9.3749,9.268,9.1612,9.0543,8.9475,8.8405,8.7337,8.6271,8.5201,8.4135,8.3065,8.1997,8.0961,7.9893,7.8793,7.7725,9.479,9.3728,9.2651,9.1585,9.0515,8.9445,8.8377,8.7308,8.6238,8.517,8.4103,8.304,8.1967,8.0897,7.9828,7.8764,7.7697,9.4785,9.3717,9.2649,9.1581,9.0512,8.9444,8.8375,8.7307,8.6238,8.517,8.4102,8.3034,8.1966,8.0898,7.983,7.8762,7.7694,28.56,23.78,25.23,3.67642,0.1771,3.67676,0.1768,46.33333333,65.35,262.3,0.4696,261.871,0.417,208.388,0.0799,12.9,10,28.7,10,16.4,10,11421,374,0,515,510,194,448,283,2077,,5262
92.93333333,1.300813008,1.175182482,1.329113924,87.62866667,69.85633333,56.38566667,9.47,9.3631,9.2563,9.1502,9.0436,8.937,8.8302,8.7235,8.6167,8.5103,8.4034,8.2965,8.1897,8.0832,7.9768,7.8699,7.7633,9.4698,9.3631,9.2566,9.1502,9.0437,8.937,8.8302,8.7233,8.6168,8.51,8.4033,8.2966,8.1897,8.0845,7.9768,7.8701,7.7631,9.4892,9.3824,9.2757,9.1696,9.0627,8.956,8.8493,8.7425,8.6358,8.5292,8.4225,8.3107,8.202,8.1023,7.9957,7.8891,7.7825,15.13,14.9,15.15,7.65856,0.2273,14.5456,0.2156,69.15,60.36666667,263.087,0.2206,267.972,0.2574,265.955,0.2382,21.2,0,17.7,0,15.8,0,644,0,0,69,6,10,16,103,0,4817,17360
85.575,1.313043478,1.179447853,1.290441176,87.399,69.67266667,56.26166667,9.4738,9.3671,9.2605,9.1541,9.0475,8.9408,8.8339,8.7273,8.6206,8.5137,8.4072,8.3002,8.1936,8.0868,7.9803,7.8734,7.7669,9.4736,9.3669,9.2603,9.1538,9.0472,8.9404,8.8337,8.727,8.6201,8.5133,8.4066,8.2998,8.1931,8.0864,7.9798,7.8732,7.7662,9.4737,9.3668,9.2601,9.1537,9.0471,8.9405,8.8338,8.7269,8.6201,8.5135,8.4065,8.3001,8.1929,8.0864,7.9796,7.873,7.7664,20.36,20.6,20.5,7.67943,0.2733,14.5242,0.2503,36.56666667,62.66666667,260.67,0.3189,256.979,0.2107,257.301,0.2348,27.1,0,22.6,0,19.1,0,15041,10,0,323,162,136,45,235,1054,701,3490
89.19166667,1.188829787,11.54054054,1.114457831,88.023,70.18,56.68933333,9.4697,9.363,9.2564,9.1501,9.0433,8.9369,8.8302,8.7233,8.6167,8.5101,8.4033,8.2966,8.1896,8.0833,7.9767,7.87,7.7633,9.4702,9.3631,9.2565,9.1503,9.0437,8.9371,8.8304,8.7238,8.617,8.5101,8.4037,8.2968,8.1899,8.0835,7.977,7.8703,7.7635,9.4703,9.3635,9.2567,9.1504,9.0437,8.9369,8.8302,8.7236,8.6169,8.5102,8.4033,8.2967,8.1897,8.0833,7.9768,7.8699,7.7633,35.59,38.54,38.01,7.56907,0.2105,15.5659,1.0793,82.81666667,57.25,262.224,0.2196,263.33,0.2213,263.722,0.4826,34,0,34,0,36.4,0,11622,9,0,401,181,147,39,287,62,13059,6134
90.90833333,3,3,3,56.33333333,64,64,9.484761905,9.377018009,9.269199134,9.161455238,9.053636364,8.945892468,8.838073593,8.730329697,8.622510823,8.514766926,8.406948052,8.299204156,8.191385281,8.083641385,7.975822511,7.868078615,7.76025974,9.484761905,9.377018009,9.269199134,9.161455238,9.053636364,8.945892468,8.838073593,8.730329697,8.622510823,8.514766926,8.406948052,8.299204156,8.191385281,8.083641385,7.975822511,7.868078615,7.76025974,9.484761905,9.377018009,9.269199134,9.161455238,9.053636364,8.945892468,8.838073593,8.730329697,8.622510823,8.514766926,8.406948052,8.299204156,8.191385281,8.083641385,7.975822511,7.868078615,7.76025974,20,20,20,10,0.01,20,0.01,86.26666667,,200,0.01,200,0.01,200,0.01,40,0,40,0,40,0,1420,10,0,337,148,316,31,217,0,6520,94340
96.53333333,3,3,3,56.33333333,64,64,9.484761905,9.377018009,9.269199134,9.161455238,9.053636364,8.945892468,8.838073593,8.730329697,8.622510823,8.514766926,8.406948052,8.299204156,8.191385281,8.083641385,7.975822511,7.868078615,7.76025974,9.484761905,9.377018009,9.269199134,9.161455238,9.053636364,8.945892468,8.838073593,8.730329697,8.622510823,8.514766926,8.406948052,8.299204156,8.191385281,8.083641385,7.975822511,7.868078615,7.76025974,9.484761905,9.377018009,9.269199134,9.161455238,9.053636364,8.945892468,8.838073593,8.730329697,8.622510823,8.514766926,8.406948052,8.299204156,8.191385281,8.083641385,7.975822511,7.868078615,7.76025974,20,20,20,10,0.01,20,0.01,83.58333333,76.33333333,200,0.01,200,0.01,200,0.01,40,0,40,0,40,0,1634,8,0,299,123,246,28,198,0,1599,46829
96.53333333,3,3,3,56.33333333,64,64,9.484761905,9.377018009,9.269199134,9.161455238,9.053636364,8.945892468,8.838073593,8.730329697,8.622510823,8.514766926,8.406948052,8.299204156,8.191385281,8.083641385,7.975822511,7.868078615,7.76025974,9.484761905,9.377018009,9.269199134,9.161455238,9.053636364,8.945892468,8.838073593,8.730329697,8.622510823,8.514766926,8.406948052,8.299204156,8.191385281,8.083641385,7.975822511,7.868078615,7.76025974,9.484761905,9.377018009,9.269199134,9.161455238,9.053636364,8.945892468,8.838073593,8.730329697,8.622510823,8.514766926,8.406948052,8.299204156,8.191385281,8.083641385,7.975822511,7.868078615,7.76025974,20,20,20,10,0.01,20,0.01,85.35,89.01666667,200,0.01,200,0.01,200,0.01,40,0,40,0,40,0,2838,7,0,372,175,315,28,246,74,1434,48167
91.05,3,3,3,90,70,55,9.484761905,9.377018009,9.269199134,9.161455238,9.053636364,8.945892468,8.838073593,8.730329697,8.622510823,8.514766926,8.406948052,8.299204156,8.191385281,8.083641385,7.975822511,7.868078615,7.76025974,9.484761905,9.377018009,9.269199134,9.161455238,9.053636364,8.945892468,8.838073593,8.730329697,8.622510823,8.514766926,8.406948052,8.299204156,8.191385281,8.083641385,7.975822511,7.868078615,7.76025974,9.484761905,9.377018009,9.269199134,9.161455238,9.053636364,8.945892468,8.838073593,8.730329697,8.622510823,8.514766926,8.406948052,8.299204156,8.191385281,8.083641385,7.975822511,7.868078615,7.76025974,20,20,20,10,0.01,20,0.01,60,60,200,0.01,200,0.01,200,0.01,40,0,40,0,40,0,4677,9,0,294,138,151,,,523,392,66351
89.83333333,1.672413793,1.522865854,1.971346705,97.10333333,76.32933333,59.64766667,9.4952,9.3864,9.2778,9.169,9.0603,8.9515,8.8427,8.7341,8.6253,8.5166,8.4079,8.2991,8.1904,8.0817,7.973,7.8643,7.7556,9.493,9.3844,9.2758,9.1676,9.0693,8.9507,8.8421,8.7333,8.6248,8.5163,8.4078,8.2993,8.1905,8.0823,7.9737,7.8651,7.7566,9.4858,9.3772,9.2685,9.1605,9.052,8.9434,8.8348,8.7261,8.6178,8.5093,8.4005,8.292,8.1833,8.0748,7.9665,7.8578,7.7492,15.13,14.9,15.15,10.112,0.1093,23.4487,0.1097,78.81666667,66.25,206.274,0.3772,204.955,0.0347,205.822,0.3832,49,0,51.3,0,54,0,7499,22,0,4,20,697,16,0,0,2958,84632
88.39166667,1.492753623,1.270718232,1.083050847,87.18533333,69.39033333,55.99633333,9.36,9.214,9.1462,9.038,8.9305,8.8224,8.7151,8.6076,8.5004,8.3926,8.286,8.1786,8.0725,7.9656,7.8595,7.7531,7.647,9.4702,9.3634,9.2568,9.1505,9.0438,8.937,8.8303,8.7235,8.6169,8.5102,8.4035,8.2968,8.19,8.0833,7.9768,7.87,7.7634,9.4702,9.3635,9.2572,9.1509,9.0441,8.9374,8.8303,8.7253,8.6172,8.5106,8.4037,8.2968,8.1898,8.0834,7.977,7.8701,7.7637,22.05,22.38,22.67,,,,,77.45,56.96666667,258.6,0.1341,257.712,0.1219,258.771,0.4858,,0,,0,,0,6741,9,0,268,225,380, , ,52,903,72525
89.06666667,1.279069767,1.133608815,1.204968944,88.781,70.77833333,57.161,9.4744,9.3672,9.2604,9.154,9.047,8.9403,8.8333,8.7265,8.6192,8.5126,8.4059,8.2987,8.1924,8.0851,7.9785,7.872,7.7648,9.4744,9.3672,9.2607,9.1537,9.0468,8.9401,8.833,8.7261,8.6192,8.5126,8.4059,8.299,8.1925,8.0852,7.9783,7.8716,7.7648,9.4741,9.3677,9.2603,9.1537,9.0465,8.9401,8.8329,8.726,8.6196,8.5123,8.4059,8.299,8.1923,8.0852,7.9788,7.8718,7.765,26.21,24.53,23.71,7.3562,0.1829,15.1055,0.3251,80.85,62.16666667,260.21,0.5337,264.456,0.2617,265.233,0.2546,133.3,0,62.2,0,49.8,0,9918,9,0,268,242,463, , ,51,1031,62858
96.25,2,2.610169492,2.901960784,71.63356667,56.63703333,44.27326667,9.475,9.368,9.26,9.153,9.046,8.939,8.833,8.726,8.62,8.512,8.407,8.299,8.193,8.086,7.978,7.871,7.765,9.474,9.366,9.26,9.153,9.046,8.94,8.833,8.726,8.62,8.512,8.406,8.299,8.194,8.087,7.979,7.873,7.77,9.473,9.367,9.26,9.153,9.046,8.939,8.832,8.726,8.619,8.512,8.405,8.299,8.192,8.086,7.978,7.871,7.765,17.18,17.16,17.2,9.69607,0.12,16.57106,0.16,93.9,83.78333333,172.37,0.38,175.36,0.39,170.79,0.39,65.1,0,62.9,0,63.2,0,3454,10,0,276,170,276,49,187,9,7246,5678
82,1.316091954,1.191729323,1.183745583,89.151,71.10333333,57.4,9.4716,9.3649,9.2579,9.1518,9.0449,8.9381,8.8315,8.7248,8.6179,8.5112,8.4044,8.2977,8.1911,8.0843,7.9779,7.8713,7.7647,9.4719,9.3648,9.2883,9.1519,9.0452,8.9384,8.8316,8.7249,8.6182,8.5116,8.4048,8.2979,8.1911,8.0846,7.9783,7.8716,7.7646,9.4718,9.365,9.2584,9.1517,9.048,8.9385,8.8316,8.7249,8.618,8.5116,8.4046,8.2978,8.1901,8.0843,7.9779,7.8711,7.7645,36.15,36.12,36.24,7.46236,0.3925,15.3883,0.8307,83.75,64.43333333,266.797,0.3027,265.312,0.2549,262.692,0.239,81.6,0,87.5,0,62.6,0,4792,11,0,282,164,271,51,190,33,6006,6276
89.33333333,2.357446809,1.68226601,1.061333333,98.15,77.203,60.47066667,9.4811,9.3726,9.2644,9.1563,9.0476,8.9391,8.831,8.7229,8.6146,8.506,8.3976,8.2892,8.1812,8.0731,7.9643,7.8562,7.747,9.4804,9.3723,9.2642,9.1554,9.0474,8.939,8.8305,8.7227,8.6141,8.5057,8.3971,8.2891,8.1811,8.0729,7.9644,7.856,7.7477,9.4801,9.3723,9.264,9.1554,9.0477,8.9399,8.8314,8.7231,8.6148,8.5056,8.3971,8.2894,8.181,8.0827,7.9641,7.8556,7.7476,56.6,61.84,59.31,13.3996,0.1239,22.0871,0.4007,86.78333333,77.31666667,179.996,0.4571,179.316,0.4563,180.337,0.4539,65.9,0,66.8,0,71.7,0,2974,8,0,174,96,0,61,137,8,10276,5746
89.33333333,2.087412587,1.480842912,1.60989011,99.93866667,78.65366667,61.627,9.481,9.3725,9.2639,9.1554,9.0475,8.9347,8.8304,8.7225,8.6143,8.5059,8.3975,8.2891,8.1805,8.0721,7.9641,7.8557,7.7473,9.48,9.3723,9.2635,9.1551,9.0471,8.9388,8.8306,8.7222,8.6135,8.5051,8.397,8.2888,8.1806,8.0725,7.9641,7.8553,7.7476,9.4805,9.372,9.2636,9.1557,9.0474,8.9386,8.8303,8.7223,8.6141,8.5057,8.397,8.2891,8.1805,8.072,7.964,7.8559,7.7476,21.39,19.62,20.9,13.0639,0.1027,22.0973,0.3402,86.85,86.33333333,173.659,0.3999,172.241,0.4055,173.288,0.4005,41.6,0,41.7,0,44.3,0,2618,7,0,281,110,120,17,199,13,6187,5132
89.33333333,1.488888889,1.411940299,1.780821918,96.80266667,76.22356667,59.707,9.4772,9.3688,9.2607,9.1528,9.0447,8.9365,8.8281,8.7199,8.6118,8.5036,8.3953,8.2871,8.1781,8.0708,7.9627,7.8546,7.7462,9.477,9.3688,9.2604,9.1529,9.0446,8.9365,8.828,8.7198,8.6118,8.5034,8.3951,8.287,8.1785,8.0707,7.9626,7.8541,7.746,9.4768,9.3688,9.2604,9.1527,9.0445,8.9365,8.8281,8.7197,8.6116,8.5036,8.3953,8.2869,8.1786,8.0706,7.9625,7.8544,7.7459,38.48,39.65,37.64,12.7205,0.1841,21.3266,0.1511,72.58333333,73.06666667,312.822,0.2136,,,306.995,0.2324,75.4,0,75.1,0,72.7,0,7553,9,0,324,174,336,62,230,26,18167,0
92.13333333,2.357142857,1.507692308,1.705882353,96.91433333,76.26766667,59.92133333,9.481,9.3724,9.264,9.156,9.0474,8.936,8.8314,8.7229,8.6143,8.506,8.3977,8.2894,8.1808,8.0726,7.9646,7.861,7.7477,9.4802,9.3724,9.2635,9.1557,9.0476,8.9391,8.8307,8.7224,8.6136,8.5062,8.3975,8.2893,8.1808,8.0721,7.9641,7.856,7.7475,9.4805,9.3721,9.2638,9.1558,9.0474,8.9389,8.8307,8.7228,8.6141,8.5058,8.3975,8.2892,8.1807,8.0732,7.9642,7.8556,7.7475,25.17,25.13,24.95,12.358,0.1228,20.789,0.1264,70.06666667,88.15,,,311.482,0.1938,312.088,0.2011,74.5,0,79.1,0,72.8,0,2797,6,0,3,10,621,0,37,0,8637,3226
92.13333333,1.662337662,1.281818182,1.52,97.46133333,76.83066667,60.25033333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.51,68.72,68.35,12.2717,0.1208,21.2846,0.1545,85.51666667,81.88333333,310.941,0.39,306.617,0.3618,308.035,0.3738,86.9,0,87.4,0,86.7,0,2698,6,0,298,137,260,27,206,30,13444,95861
92.13333333,1.793969849,1.408602151,1.559602649,97.15133333,76.58966667,60.112,9.4777,9.3687,9.2609,9.153,9.0452,8.9371,8.8287,8.7204,8.612,8.504,8.3958,8.2872,8.1792,8.0711,7.9631,7.8548,7.7465,9.4816,9.4012,9.2935,9.179,9.0835,8.9693,8.8656,8.7717,8.6506,8.5489,8.4434,8.3216,8.21,8.1202,7.9656,7.8413,7.77,9.4777,9.3613,9.2611,9.1534,9.0451,8.937,8.8287,8.7206,8.6125,8.5043,8.3956,8.2878,8.1791,8.0714,7.9633,7.8547,7.7467,68.51,68.72,68.35,12.3055,0.1229,21.7673,0.1482,86.75,90.36666667,312.572,0.4326,313.236,0.408,312.105,0.4026,92.6,0,97.8,0,86.6,0,2824,6,0,234,112,243,26,166,26,5921,67753
92.8,1.38362069,1.39453125,1.068181818,92.53866667,73.587,58.12166667,9.4523,9.347,9.242,9.1376,9.0323,8.9271,8.8222,8.7168,8.6117,8.5066,8.4014,8.2962,8.1909,8.0859,7.9811,7.8759,7.7705,9.4526,9.347,9.2424,9.1373,9.0324,8.9272,8.822,8.7168,8.6117,8.5068,8.4014,8.2962,8.191,8.0858,7.9811,7.8757,7.7707,9.4522,9.3471,9.2421,9.1371,9.0371,8.927,8.8217,8.7166,8.6115,8.5064,8.4011,8.2959,8.1905,8.0857,7.9806,7.8756,7.7704,21.84,19.74,20.96,10.2714,0.1101,16.9531,0.1343,80.85,77.5,175.949,0.4445,173.751,0.3091,173.276,0.4493,74.5,0,70.6,0,72.1,0,5501,5,0,5,23,1035,17,27,0,1905,48134
92.8,1.439104315,1.460606061,1.090909091,93.10333333,73.99233333,58.40333333,9.4526,9.3474,9.2425,9.1377,9.0325,8.9275,8.8221,8.717,8.612,8.5067,8.4015,8.2964,8.191,8.086,7.9811,7.8758,7.7708,9.4547,9.3767,9.2743,9.1622,9.0557,8.9554,8.8314,8.7295,8.6142,8.516,8.4098,8.2994,8.1935,8.0859,7.992,7.8824,7.7857,9.4528,9.3474,9.2425,9.1376,9.0322,8.9272,8.8219,8.7168,8.6117,8.5067,8.4012,8.2963,8.1907,8.0859,7.9809,7.8756,7.7706,14.62,15.28,15.87,10.3131,0.1233,17.2446,0.1292,87.95,76.66666667,172.215,0.3828,173.725,0.3732,170.506,0.3871,34.2,0,34.5,0,34.6,0,7608,7,0,7,29,614,19,27,20,6366,76752
93.73333333,1.555944056,1.479020979,1.325581395,92.621,73.586,58.124,9.4521,9.3467,9.2422,9.1372,9.0321,8.9269,8.8217,8.7166,8.6115,8.5063,8.4013,8.2958,8.1907,8.0856,7.9806,7.8754,7.7704,9.4519,9.347,9.242,9.1372,9.0318,8.927,8.8218,8.7165,8.6115,8.5063,8.4012,8.296,8.1906,8.0859,7.9807,7.8755,7.7703,9.4525,9.3422,9.2425,9.1375,9.0321,8.9273,8.8221,8.7166,8.6115,8.5067,8.4013,8.296,8.1908,8.0858,7.9806,7.8755,7.7702,22.68,22.23,21.71,10.2695,0.1088,17.0759,0.1196,88.75,66.95,174.349,0.6409,175.227,0.391,173.221,0.3954,75.5,0,73,0,75.5,0,5669,5,0,5,24,727,2,3,0,4907,61393
