score,Insu R1,Insu R2,Insu R3,SC Tap1,SC Tap2,SC Tap3,R12.1,R12.2,R12.3,R12.4,R12.5,R12.6,R12.7,R12.8,R12.9,R12.10,R12.11,R12.12,R12.13,R12.14,R12.15,R12.16,R12.17,R23.1,R23.2,R23.3,R23.4,R23.5,R23.6,R23.7,R23.8,R23.9,R23.10,R23.11,R23.12,R23.13,R23.14,R23.15,R23.16,R23.17,R31.1,R31.2,R31.3,R31.4,R31.5,R31.6,R31.7,R31.8,R31.9,R31.10,R31.11,R31.12,R31.13,R31.14,R31.15,R31.16,R31.17,x10,x20,x30,Cap HL,Tan HL,Cap LH,Tan LH,BD Main,BD OLTC,Bush1 cap,Bush1 tan,Bush2 cap,Bush2 tan,Bush3 cap,Bush3 tan,Surge1 loss,Surge1 leak,Surge2 loss,Surge2 leak,Surge3 loss,Surge3 leak,CO2,C2H4,C2H2,C2H6,CH4,CO,C3H6,C3H8,H2,O2,N2
94.8,2.505524862,3.325,2.146341463,83.89866667,66.372,52.15166667,9.49,9.386,9.275,9.172,9.061,8.957,8.846,8.735,8.624,8.521,8.408,8.306,8.195,8.092,7.981,7.869,7.758,9.491,9.386,9.275,9.172,9.061,8.957,8.846,8.732,8.624,8.521,8.408,8.306,8.195,8.092,7.98,7.869,7.758,9.489,9.386,9.274,9.172,9.06,8.957,8.846,8.734,8.623,8.52,8.409,8.306,8.195,8.092,7.98,7.869,7.758,16.22,16.21,16.26,9.55864,0.13,16.7305,0.1516,86.38333333,77.63333333,168.212,0.3883,170.275,0.347,170.067,0.3619,61.5,0,63,0,65.1,0,2870,4,0,3,12,1054,14,0,0,1927,33917
94.65833333,1.393129771,2.75862069,2.165289256,83.597,66.00166667,51.856,9.49,9.386,9.275,9.172,9.061,8.957,8.846,8.735,8.624,8.521,8.408,8.306,8.195,8.092,7.981,7.869,7.758,9.49,9.386,9.275,9.172,9.06,8.957,8.846,8.732,8.624,8.521,8.408,8.306,8.195,8.092,7.98,7.869,7.758,9.489,9.386,9.274,9.172,9.06,8.957,8.846,8.734,8.623,8.52,8.409,8.306,8.195,8.092,7.98,7.869,7.758,16.2,16.21,16.26,12.5092,0.1225,21.1769,0.1177,90.05,51.13333333,245.276,0.1204,250.707,0.1423,246.594,0.2265,39,0,36.4,0,28.3,0,,,,,,,,,,,
84.8,2.328571429,1.5,1.621052632,84.452,66.744,52.42233333,9.485,9.3831,9.2731,9.172,9.0625,8.952,8.842,8.7318,8.622,8.5203,8.4101,8.3086,8.1985,8.0883,7.9787,7.8686,7.7584,9.4849,9.3833,9.2731,9.1723,9.062,8.9522,8.8419,8.732,8.6221,8.5204,8.4101,8.3085,8.1984,8.0884,7.9786,7.8687,7.7586,9.485,9.3833,9.2735,9.1722,9.0622,8.952,8.8423,8.7321,8.622,8.5203,8.4105,8.3087,8.1983,8.0885,7.9787,7.8687,7.7584,16.82,16.41,19.51,8.98703,0.12,17.8564,0.0749,76.53333333,89.33333333,176.132,0.4192,175.836,0.4085,175.855,0.4056,30.9,0,32.2,0,31.5,0,,,,,,,,,,,
84.8,2.144615385,1.475446429,1.597744361,84.39933333,66.66366667,52.329,9.4847,9.3831,9.273,9.1718,9.0618,8.9518,8.842,8.7316,8.6219,8.5202,8.4101,8.3083,8.1985,8.0885,7.9786,7.8687,7.7584,9.485,9.3831,9.2729,9.172,9.0618,8.9518,8.842,8.7318,8.6218,8.5201,8.4103,8.3086,8.1983,8.0885,7.9785,7.8684,7.7585,9.4848,9.3834,9.2733,9.1718,9.0621,8.9521,8.8421,8.7319,8.6218,8.5202,8.4102,8.3088,8.1984,8.0887,7.9986,7.8687,7.7587,20.31,18.6,20.53,10.5485,0.0959,22.3059,0.0828,94,88.23333333,173.965,0.4118,175.633,0.3432,174.576,0.3969,63,0,66.2,0,72.4,0,,,,,,,,,,,
89.33333333,2.01814059,1.614864865,1.957142857,85.03,66.735,52.258,9.4861,9.3783,9.2708,9.1636,9.0563,8.9486,8.841,8.7332,8.6259,8.5184,8.4167,8.3029,8.1951,8.0877,7.9827,7.8727,7.7651,9.4858,9.3779,9.2707,9.1635,9.0558,8.9486,8.8408,8.7331,8.6257,8.5181,8.4103,8.3028,8.195,8.0877,7.9802,7.8729,7.7652,9.4858,9.3785,9.2707,9.1633,9.056,8.9485,8.8409,8.7332,8.6255,8.5181,8.4105,8.3028,8.1951,8.0877,7.9801,7.8727,7.765,16.12,16.73,16.94,7.45663,0.2109,15.1775,0.2932,82.28333333,68.23333333,260.802,0.2167,259.505,0.2123,257.329,0.2044,28,0,54.2,0,43.2,0,1124,4,0,8,31,282,16,15,0,2878,27246
88.10833333,2.024729521,1.568627451,1.870748299,133.79,106.0133333,84.048,9.4758,9.3694,9.2585,9.156,9.0415,8.9352,8.8286,8.7224,8.616,8.5098,8.3987,8.2923,8.181,8.0751,7.9686,7.8625,7.7559,9.4751,9.369,9.2581,9.152,9.0409,8.9348,8.8283,8.7217,8.6156,8.5091,8.3983,8.2917,8.1805,8.0745,7.9683,7.8617,7.7555,9.4751,9.3686,9.2577,9.1519,9.0409,8.9345,8.8281,8.7215,8.6154,8.5092,8.3981,8.2917,8.1806,8.0744,7.9682,7.8617,7.7551,39.49,41.02,40.52,8.24135,0.1168,12.7779,0.1532,87.18333333,30.61666667,174.294,0.408,173.801,0.0348,175.742,0.43605,33.8,0,34.9,0,35.8,0,10130,6,0,208,183,504,,,17,546,42591
87.45833333,1.223738063,1.36248237,1.43556701,96.05541508,75.39306589,58.96557219,9.4922,9.3842,9.2763,9.1683,9.0603,8.9525,8.8445,8.7365,8.6286,8.5205,8.4125,8.3046,8.1967,8.0888,7.9809,7.8729,7.7649,9.4925,9.3845,9.2765,9.1686,9.0607,8.9527,8.8447,8.7368,8.6288,8.5209,8.413,8.3051,8.1971,8.0892,7.9813,7.8733,7.7654,9.4918,9.3839,9.2759,9.168,9.06,8.952,8.844,8.7361,8.6282,8.5204,8.4123,8.3044,8.1965,8.0888,7.9814,7.8738,7.7649,47.61,42.67,44.56,12.1191,0.1344,20.7668,0.1693,55.35,71.05,264.926,0.1362,259.625,0.1259,258.999,0.133,51.6,0,52.9,0,52.6,0,2408,7,0,117,59,180,18,87,0,19890,90364
81.33333333,1.736111111,1.666666667,2.064220183,88.56243373,70.63041941,57.50215791,9.4785,9.3718,9.2649,9.158,9.0511,8.9442,8.8374,8.7305,8.6236,8.5168,8.41,8.3032,8.1963,8.0895,7.9826,7.8759,7.769,9.4783,9.3715,9.2647,9.1579,9.051,8.9442,8.8373,8.7305,8.6236,8.5168,8.4101,8.3033,8.1965,8.0897,7.9829,7.8761,7.7693,9.4784,9.3716,9.2647,9.1578,9.0509,8.9441,8.8372,8.7304,8.6235,8.5167,8.4099,8.3031,8.1962,8.0894,7.9826,7.8758,7.7689,16.62,17.28,19.17,12.2982,0.134,20.5697,0.1796,95.93333333,82.9,262.332,0.2343,258.629,0.1498,259.277,0.1538,47.7,0,49.3,0,47.8,0,,,,,,,,,,,
85.86666667,2.261306533,1.611111111,1.988439306,165.7833333,131.2,103.66,9.4766,9.3693,9.2621,9.1555,9.0483,8.9409,8.8339,8.7264,8.6196,8.5123,8.405,8.2978,8.1903,8.0835,7.9764,7.8692,7.7619,9.4766,9.3694,9.2622,9.1552,9.0483,8.9409,8.8338,8.7266,8.6195,8.5124,8.405,8.2978,8.1904,8.0834,7.9763,7.8691,7.7619,9.4771,9.3696,9.2625,9.1558,9.0484,8.9414,8.8342,8.7268,8.6198,8.5126,8.4055,8.2981,8.1907,8.0837,7.9766,7.8695,7.7621,60.22,61.35,61.55,10.7938,0.0858,22.5346,0.1013,80.93333333,66.25,177.257,0.4118,175.327,0.4128,175.244,0.3934,1.1676,0,1.3178,0,1.3151,0,,,,,,,,,,,
81.19166667,5.161290323,6.993006993,3.456852792,82.78833333,65.112,51.026,9.4767,9.3645,9.2568,9.1492,9.0805,8.9342,8.8267,8.7525,8.6117,8.5046,8.3965,8.2889,8.181,8.0738,7.9667,7.8587,7.7509,9.472,9.3646,9.2569,9.1492,9.0416,8.9344,8.8266,8.7192,8.6113,8.5039,8.3963,8.2886,8.1808,8.0733,7.9661,7.8585,7.7507,9.4743,9.3657,9.2613,9.156,9.0415,8.9878,8.879,8.7193,8.659,8.5468,8.3966,8.289,8.1817,8.0737,8.002,7.8934,7.7513,15.46,15.15,16.51,12.2711,0.097,23.426,0.1885,74.76666667,58.58333333,258.329,0.2183,263.8922,0.2485,261.507,0.2529,72.6,0,75.2,0,76.6,0,,,,,,,,,,,
84.13333333,5.395480226,3.707482993,3.3625,82.24033333,64.666,50.68466667,9.4794,9.3718,9.2641,9.1564,9.0486,8.9409,8.8331,8.7254,8.6177,8.5099,8.4023,8.2945,8.1868,8.0791,7.9713,7.8637,7.7559,9.4794,9.3717,9.2641,9.1563,9.0486,8.9408,8.8331,8.7253,8.6176,8.5099,8.4022,8.2945,8.1868,8.0791,7.9713,7.8636,7.7559,9.4794,9.3717,9.264,9.1563,9.0485,8.9408,8.833,8.7253,8.6176,8.5099,8.4022,8.2945,8.1868,8.0791,7.9714,7.8637,7.7559,16.09,16.3,15.96,11.0422,0.1281,19.5073,0.2361,69.45,64.83333333,260.757,0.2364,262.131,0.3303,259.785,0.2399,36.9,0,38,0,34.7,0,,,,,,,,,,,
81.33333333,0.77571116,2.361445783,1.268292683,94.964,74.45333333,58.13333333,9.4933,9.4066,9.3066,9.1998,9.0958,8.9554,8.8481,8.7417,8.6327,8.5243,8.4163,8.3083,8.2039,8.0929,7.9869,7.8775,7.7702,9.4957,9.3873,9.2801,9.1709,9.0637,8.9577,8.8496,8.739,8.6326,8.5262,8.4241,8.3135,8.2231,8.0901,7.9899,7.9035,7.7853,9.4977,9.3897,9.2822,9.173,9.0651,8.9582,8.8514,8.7429,8.6363,8.5273,8.4192,8.3126,8.2038,8.0953,7.9877,7.8803,7.7722,21.38,21.39,22.73,13.1499,0.138,16.3189,0.2849,92.41666667,80.98333333,180.382,0.4092,179.413,0.4443,180.777,0.4548,46.4,0,34.5,0,38.8,0,,,,,,,,,,,
83.06666667,2.925969448,1.803149606,2.373333333,79.27733333,62.31266667,48.482,9.4703,9.3628,9.2553,9.148,9.0406,8.9331,8.8252,8.7177,8.6103,8.5027,8.3952,8.2876,8.1796,8.0724,7.9651,7.8573,7.7496,9.4702,9.3623,9.2553,9.184,9.0403,8.9331,8.8252,8.7175,8.61,8.5025,8.395,8.2875,8.1795,8.0721,7.9649,7.8573,7.7497,9.4704,9.3627,9.2551,9.1476,9.0402,8.9328,8.8252,8.7175,8.61,8.5028,8.3949,8.2871,8.1794,8.0721,7.9645,7.8573,7.7493,15.62,16.52,17.01,7.36986,0.1099,15.1239,0.1225,98.45,61.3,261.66,0.2168,269.7,0.294,262.57,0.2182,38.2,0,35.2,0,33.6,0,,,,,,,,,,,
88.38333333,2.915057915,1.946778711,2.43956044,86.24333333,67.64,54.48966667,9.4814,9.3729,9.2644,9.1563,9.048,8.9396,8.8311,8.7227,8.6146,8.5064,8.3978,8.2891,8.1811,8.0724,7.9641,7.856,7.7476,9.4803,9.3725,9.264,9.1557,9.0474,8.939,8.8307,8.7221,8.6138,8.5056,8.3975,8.2892,8.1809,8.0722,7.9641,7.8558,7.7476,9.4801,9.3716,9.2636,9.1553,9.0468,8.9383,8.8303,8.722,8.6133,8.5053,8.3965,8.2884,8.1797,8.072,7.9636,7.8553,7.7965,15.71,16.09,15.99,10.2453,0.1082,17.1932,0.12,82.81666667,46.03333333,176.123,0.3991,171.469,0.3837,171.834,0.4045,69.8,0,70.8,0,69.9,0,1342,0,0,0,5,638,0,0,0,6917,28290
81.33333333,2.639004149,1.792307692,1.32967033,99.554,78.36933333,61.40133333,9.4771,9.3686,9.2605,9.1527,9.0446,8.9361,8.8282,8.7199,8.6117,8.5036,8.3953,8.287,8.1787,8.0706,7.9625,7.8543,7.7458,9.4768,9.3686,9.2607,9.1525,9.0446,8.9362,8.8279,8.7197,8.6116,8.5034,8.3949,8.2866,8.1785,8.0705,7.9624,7.8541,7.7459,9.4771,9.3687,9.2606,9.1528,9.0444,8.9363,8.828,8.7197,8.6115,8.5035,8.3952,8.2869,8.1784,8.0706,7.9625,7.8542,7.7461,18.92,20.24,20.28,12.3436,0.1035,23.3568,0.155,66.1,62.71666667,261.405,0.3536,264.176,0.2622,261.937,0.2978,119.7,0,121.2,0,123.6,0,,,,,,,,,,,
84,1.248756219,1.188888889,1.151515152,88.064,70.10666667,56.54133333,9.4704,9.3637,9.2571,9.1506,9.044,8.9374,8.831,8.7238,8.6172,8.5106,8.4038,8.297,8.1902,8.0836,7.977,7.8704,7.7636,9.4705,9.3638,9.2572,9.1508,9.0439,8.9378,8.8309,8.724,8.6172,8.5106,8.4039,8.2969,8.1904,8.0835,7.9774,7.8703,7.7638,9.4704,9.3638,9.257,9.1508,9.0444,8.9373,8.8306,8.7241,8.6172,8.5104,8.4037,8.297,8.1901,8.0837,7.9771,7.8703,7.7638,49.23,49.78,49.25,12.3536,0.1065,17.3785,0.2302,78.21666667,64.23333333,257.938,0.2603,262.627,0.2579,261.269,0.4,73.5,0,73.9,0,28.7,0,,,,,,,,,,,
81.33333333,1.390625,1.203592814,1.327272727,92.99666667,73.902,58.376,9.4523,9.3474,9.2427,9.1378,9.0327,8.9274,8.8223,8.717,8.612,8.5068,8.4017,8.2964,8.1912,8.0862,7.9813,7.876,7.771,9.4529,9.3478,9.2427,9.138,9.0329,8.9277,8.8224,8.7173,8.6122,8.507,8.4018,8.2966,8.1913,8.0863,7.9814,7.8762,7.771,9.4526,9.3476,9.2428,9.1377,9.0325,8.9275,8.8221,8.7169,8.612,8.5067,8.4016,8.2964,8.1912,8.086,7.9813,7.8759,7.707,33.56,31.77,31.73,12.4329,0.107,22.397,0.1363,73.05,85.4,256.746,0.2401,251.309,0.4368,251.679,0.2109,69.3,0,71.4,0,69.7,0,,,,,,,,,,,
80.13333333,2.957746479,2.207001522,1.799635701,79.211,62.26966667,48.73133333,9.4705,9.3623,9.2554,9.1481,9.0404,8.93273,8.8251,8.7175,8.6103,8.5024,8.395,8.2871,8.1797,8.0724,7.9648,7.857,7.7496,9.4705,9.3629,9.255,9.1477,9.0403,8.9326,8.8254,8.7179,8.6099,8.5028,8.3951,8.2874,8.1795,8.072,7.9648,7.8571,7.7494,9.4705,9.3623,9.2554,9.1476,9.0404,8.9327,8.8254,8.7177,8.6104,8.5028,8.395,8.2874,8.1794,8.0719,7.9646,7.8569,7.7494,21.9,22.01,22.13,12.4305,0.1126,21.0425,0.1728,79.9,71.51666667,255.284,0.3657,255.804,0.2269,260.985,0.2159,75.7,0,72.2,0,69.4,0,,,,,,,,,,,
90.91666667,3.163265306,2.00729927,1.793002915,79.48333333,62.44266667,48.87433333,9.4717,9.3635,9.2558,9.1491,9.0408,8.9335,8.8257,8.7182,8.6108,8.5036,8.3955,8.2878,8.1804,8.0728,7.9651,7.8581,7.75,9.4702,9.3627,9.2552,9.1483,9.0409,8.9332,8.8253,8.7176,8.6103,8.503,8.3951,8.2873,8.1796,8.0727,7.9647,7.8576,7.7497,9.4707,9.3627,9.2551,9.1481,9.0404,8.9333,8.8255,8.7175,8.6102,8.5028,8.3948,8.2875,8.1798,8.0726,7.9647,7.8575,7.7499,19.93,19.48,20.08,12.79,0.1359,22.7126,0.1357,97.26666667,48.33333333,268.596,0.275,267.187,1.0984,266.662,0.4682,52.9,0,48.5,0,50.8,0,1292,5,0,0,6,952,14,0,0,23059,97643
94.51666667,2.521294719,1.948717949,2.13740458,101.08,79.26433333,61.88466667,9.4865,9.3788,9.2712,9.164,9.0566,8.9489,8.8413,8.7337,8.6262,8.5188,8.4111,8.3035,8.1957,8.0883,7.9808,7.8732,7.7655,9.4867,9.3787,9.2712,9.1639,9.0564,8.9489,8.8417,8.7336,8.6262,8.5187,8.4109,8.3032,8.1954,8.088,7.9804,7.8731,7.7655,9.4866,9.3788,9.2712,9.1641,9.0565,8.949,8.8414,8.7338,8.6261,8.5188,8.411,8.3035,8.1957,8.0882,7.9807,7.8732,7.7656,40.8,40.97,40.6,12.694,0.1286,23.6838,0.1728,60,60,255.838,0.2209,255.575,0.2318,264.905,0.239,40.1,0,44.4,0,43.9,0,3104,6,0,141,110,345,22,97,30,2376,50216
93.86666667,2.280851064,2.832764505,3.464864865,81.92866667,64.492,50.485,9.4705,9.3625,9.2556,9.1482,9.0406,8.9332,8.8254,8.7178,8.6104,8.5029,8.3951,8.2873,8.1796,8.0724,7.965,7.8575,7.7498,9.4706,9.3629,9.2554,9.1481,9.0406,8.933,8.8256,8.7176,8.6103,8.5027,8.3952,8.2874,8.1797,8.0724,7.9649,7.8575,7.7498,9.4702,9.3626,9.2551,9.148,9.0406,8.9327,8.8254,8.7175,8.6102,8.5025,8.395,8.2873,8.1794,8.0724,7.9647,7.8572,7.7495,16.76,16.52,16.64,10,0.01,20,0.01,74.73333333,87.21666667,200,0.01,200,0.01,200,0.01,40,0,40,0,40,0,3646,4,0,9,48,395,16,16,47,2851,42234
89.33333333,2.552301255,1.595006935,2.562189055,84.76333333,66.51633333,57.92366667,9.4709,9.3629,9.2555,9.1483,9.041,8.9332,8.8258,8.7179,8.6107,8.5032,8.3952,8.2878,8.1799,8.0728,7.9652,7.8575,7.75,9.4709,9.3632,9.2556,9.1483,9.041,8.9332,8.8257,8.7181,8.6106,8.5039,8.3954,8.2879,8.18,8.0728,7.9652,7.8574,7.7498,9.4706,9.3631,9.2557,9.1485,9.041,8.9334,8.8256,8.7179,8.6104,8.5031,8.3952,8.2875,8.18,8.0725,7.9651,7.8577,7.7498,18.55,19.95,18.52,12.577,0.1017,23.4008,0.1681,74.73333333,64.9,258.967,0.2559,249.95,0.1953,251.451,0.2832,99.4,0,103.8,0,104.2,0,1137,0,0,0,4,408,0,0,0,3700,18704
85.58333333,3.538461538,2.470588235,2.25,74.08333333,61.811,57.05,9.4858,9.378,9.2507,9.1636,9.056,8.9485,8.8407,8.7333,8.6258,8.518,8.4103,8.3028,8.1951,8.0876,7.9803,7.8728,7.7652,9.4856,9.378,9.2704,9.1635,9.056,8.9481,8.8407,8.733,8.6255,8.5181,8.4104,8.3027,8.195,8.0878,7.9802,7.8728,7.765,9.4857,9.3781,9.2706,9.1632,9.056,8.9482,8.8406,8.7332,8.6255,8.5182,8.4102,8.3026,8.1949,8.0877,7.9801,7.8727,7.765,16.09,15.35,16.33,12.5934,0.0938,23.6104,0.1156,59.48333333,59,260.388,0.2481,261.29,0.3346,259.712,0.2381,114.8,0,113.1,0,116.5,0,2115,5,0,72,81,297,21,55,0,15465,91750
89.31666667,3,3,3,84.76333333,66.51633333,57.92366667,9.4857,9.3779,9.2702,9.1635,9.0558,8.948,8.8407,8.7329,8.6256,8.5179,8.4105,8.3025,8.1948,8.0876,7.9801,7.8725,7.7652,9.4861,9.378,9.2703,9.1634,9.0561,8.9484,8.8408,8.7331,8.6256,8.5181,8.4103,8.3028,8.1949,8.0875,7.9802,7.8727,7.765,9.4856,9.3779,9.2704,9.1635,9.0559,8.9483,8.8406,8.7329,8.6256,8.5181,8.4103,8.3027,8.1949,8.0875,7.9801,7.8726,7.7648,20,20,20,12.5442,0.091,24.0079,0.1079,78.25,47.15,259.148,0.5987,259.936,0.2386,259.287,0.2383,120.9,0,123,0,124.1,0,2044,4,0,18,50,153,18,21,33,20060,90451
91.46666667,1.876923077,1.293814433,1.570175439,79.242,62.28233333,48.74266667,9.4741,9.3664,9.2591,9.1509,9.0438,8.936,8.8279,8.7204,8.6131,8.5054,8.3979,8.2901,8.1823,8.0744,7.9666,7.8593,7.7517,9.4742,9.3665,9.259,9.151,9.0434,8.9355,8.8281,8.7204,8.6128,8.5049,8.397,8.2897,8.1824,8.0743,7.9667,7.8589,7.7511,9.4735,9.3671,9.2585,9.1509,9.0432,8.9356,8.8284,8.7201,8.6128,8.5053,8.3973,8.2894,8.1817,8.0743,7.9665,7.8594,7.7518,20.4,18.63,23.63,12.3342,0.0943,23.5628,0.1373,85.26666667,73.88333333,257.443,0.5112,260.462,0.248,260.096,0.2162,55.9,0,58.3,0,60.5,0,2092,3,0,0,8,1127,2,2,0,3100,36087
82.13333333,1.978494624,1.551181102,1.601941748,79.031,62.08666667,48.57533333,9.4701,9.3625,9.2548,9.1478,9.0404,8.9327,8.8255,8.7174,8.6102,8.5024,8.395,8.2873,8.1795,8.072,7.9648,7.8572,7.7494,9.4706,9.3626,9.2549,9.1481,9.0407,8.9326,8.8254,8.7176,8.6099,8.5024,8.3951,8.2872,8.1796,8.0722,7.9648,7.8873,7.7495,9.4702,9.3627,9.2552,9.148,9.0404,8.933,8.8253,8.71773,8.6103,8.5025,8.3951,8.2873,8.1795,8.0723,7.9647,7.8571,7.7496,20.4,18.63,23.63,10.9948,0.087,19.5221,0.2048,70.78333333,69.21666667,168.457,0.3992,168.579,0.4123,168.056,0.4052,72.3,0,78.5,0,72.8,0,,,,,,,,,,,
80.8,1.602794411,1.488372093,1.457627119,79.36266667,62.35633333,48.81966667,9.4703,9.3627,9.2534,9.148,9.0406,8.9329,8.8256,8.7176,8.6102,8.5025,8.395,8.2873,8.1798,8.0724,7.9649,7.8572,7.7496,9.4703,9.3625,9.2552,9.148,9.0406,8.9327,8.8254,8.7176,8.6101,8.5027,8.395,8.2874,8.1796,8.0724,7.965,7.8573,7.7496,9.4705,9.3627,9.2554,9.1481,9.0404,8.9328,8.8254,8.7176,8.6101,8.5028,8.395,8.2873,8.1795,8.0721,7.9648,7.8571,7.7495,20.37,23.41,21.4,7.42882,0.1899,15.7931,0.4991,83.98333333,63.38333333,265.2,0.3004,256.2,0.2293,256.897,0.2268,58.9,0,94.8,0,560.4,0,,,,,,,,,,,
84.8,2.603448276,1.734042553,1.770833333,79.56966667,62.54066667,48.94833333,9.47,9.3627,9.2552,9.1479,9.0403,8.933,8.8253,8.7177,8.61,8.5026,8.395,8.2875,8.1797,8.0722,7.9646,7.8572,7.7498,9.4703,9.3627,9.2553,9.1479,9.0403,8.9329,8.8252,8.7174,8.61,8.5026,8.3949,8.2872,8.1794,8.0723,7.965,7.8571,7.7498,9.4704,9.3625,9.255,9.1481,9.0401,8.933,8.825,8.7176,8.6102,8.5024,8.3951,8.2872,8.1795,8.0722,7.9648,7.8572,7.7495,22.61,21.19,19.38,12.4479,0.1077,23.4766,0.1599,86.28333333,66.6,259.175,0.3579,258.995,0.2483,264.312,0.4993,115.4,0,132.4,0,121.2,0,,,,,,,,,,,
92.93333333,1.77173913,1.175097276,1.435643564,85.90533333,67.37033333,52.647,9.4768,9.3686,9.2606,9.1528,9.0447,8.938,8.828,8.7198,8.6117,8.5035,8.3952,8.2868,8.1784,8.0704,7.9623,7.8542,7.7458,9.4771,9.3687,9.2605,9.1526,9.0447,8.9365,8.8281,8.7196,8.6115,8.5035,8.395,8.2869,8.1786,8.0706,7.9624,7.8541,7.7458,9.477,9.3687,9.2606,9.1526,9.0445,8.9361,8.8281,8.7197,8.6116,8.5034,8.395,8.2868,8.1785,8.0705,7.9623,7.8542,7.7459,14.87,15.05,15.17,11.2098,0.1048,19.775,0.2266,78.15,72.58333333,263.576,0.2631,257.235,0.2458,255.544,0.213,34,0,36.1,0,31.4,0,161,0,0,0,0,65,0,0,0,12257,44634
80.4,1.28,1.141176471,1.5,88.28933333,70.30133333,56.73333333,9.4703,9.3635,9.2569,9.1505,9.0438,8.9372,8.8304,8.7237,8.6171,8.5104,8.4035,8.2968,8.1901,8.0836,7.977,7.8702,7.7636,9.4703,9.3633,9.2569,9.1504,9.044,8.9372,8.8305,8.7236,8.617,8.5104,8.4037,8.2969,8.19,8.0835,7.9769,7.8703,7.7636,9.4706,9.3638,9.2572,9.1508,9.0441,8.9374,8.8309,8.7238,8.6173,8.5105,8.4038,8.2971,8.1901,8.0837,7.977,7.8703,7.7636,22.28,24.87,25.21,11.1394,0.0968,19.3335,0.1931,69.4,75.6,261.148,0.2415,256.178,0.2206,259.198,0.2329,33.1,0,32.6,0,30,0,,,,,,,,,,,
81.86666667,3.887884268,2.018348624,1.749084249,79.305,62.33733333,48.807,9.4702,9.3622,9.255,9.1476,9.0401,8.9326,8.825,8.7176,8.6099,8.5023,8.3948,8.2874,8.1797,8.0723,7.9647,7.8572,7.7495,9.4704,9.3626,9.2552,9.1477,9.0404,8.933,8.8252,8.7178,8.61,8.5026,8.3949,8.2873,8.1795,8.0721,7.9646,7.8573,7.7494,9.4704,9.3628,9.255,9.148,9.0405,8.9327,8.825,8.7176,8.6102,8.5023,8.3951,8.2873,8.1796,8.0725,7.9647,7.8568,7.7492,16.36,17.42,18.9,13.6378,0.1057,21.0755,0.143,84.51666667,78.46666667,172.993,0.3142,173.611,0.389,173.913,0.3833,41,0,40,0,37.2,0,,,,,,,,,,,
94.53333333,2.138888889,1.837837838,1.336890244,85.653,67.153,52.44566667,9.4811,9.3728,9.2641,9.1556,9.0477,8.9401,8.8292,8.7218,8.6131,8.5049,8.3967,8.2884,8.1797,8.0718,7.9634,7.8553,7.7467,9.4796,9.3711,9.2632,9.155,9.0462,8.9383,8.8295,8.7214,8.6132,8.5048,8.3967,8.2883,8.18,8.0716,7.9634,7.8547,7.7467,9.4796,9.372,9.2633,9.1549,9.0467,8.9382,8.8296,8.7219,8.6131,8.5046,8.3964,8.2882,8.1794,8.0715,7.9631,7.8552,7.7466,24.98,23.94,22.75,15.2848,0.2139,26.1429,0.3683,78.53333333,76.25,257.314,1.8502,256.663,0.2203,256.917,0.2063,73.7,0,78.5,0,73.4,0,2097,3,0,0,9,815,0,0,0,3909,24238
91.2,2.535519126,2,2.036585366,86.18233333,67.602,52.81566667,9.4769,9.369,9.2608,9.1527,9.0449,8.9366,8.8282,8.7199,8.6121,8.5037,8.3954,8.2871,8.1786,8.0708,7.9628,7.8542,7.746,9.477,9.3688,9.2606,9.1525,9.0444,8.9363,8.8281,8.7195,8.6116,8.5035,8.3952,8.287,8.1786,8.0707,7.9623,7.8542,7.7459,9.4773,9.3689,9.261,9.153,9.0448,8.9366,8.8284,8.72,8.612,8.5037,8.3955,8.2872,8.1789,8.0709,7.9626,7.8546,7.7461,15.65,15.84,15.42,11.9211,0.0991,21.3918,0.1116,72.76666667,79.26666667,257.959,0.2644,256.919,0.6296,257.043,0.2447,52,0,52,0,51,0,2005,0,0,0,7,793,0,0,0,6461,28790
85.43333333,1.715846995,1.666666667,1.293577982,95.94266667,74.81866667,58.41333333,9.4737,9.3653,9.2566,9.1479,9.0391,8.9309,8.8222,8.7137,8.605,8.4905,8.3879,8.2791,8.1703,8.0621,7.9536,7.845,7.7364,9.4739,9.3652,9.2567,9.148,9.0394,8.931,8.8224,8.7137,8.605,8.4964,8.3879,8.2791,8.1705,8.0623,7.9537,7.8452,7.7365,9.4739,9.3651,9.2567,9.1478,9.0391,8.9308,8.8222,8.7136,8.6049,8.4964,8.3877,8.2791,8.1704,8.0621,7.9536,7.8449,7.7363,87.23,85.77,86.15,9.62029,0.095,16.7792,0.1987,40.23333333,47.48333333,167.501,0.3872,166.239,0.3806,168.375,0.3977,21.5,0,22.6,0,21.6,0,8343,8,0,5,22,640,20,22,38,586,305
