score,Insu R1,Insu R2,Insu R3,SC Tap1,SC Tap2,R12.8,R12.9,R12.10,R23.8,R23.9,R31.3,R31.9,R31.10,x10,Cap HL,Tan HL,Cap LH,Tan LH,BD Main,BD OLTC,Bush1 cap,Bush1 tan,Surge1 loss,Surge1 leak,CO2,C2H4,C2H2,C2H6,CH4,CO,C3H6,C3H8,H2,O2,N2
89.0667,1.2791,1.1336,1.205,88.781,70.7783,8.7265,8.6192,8.5126,8.7261,8.6192,9.2603,8.6196,8.5123,26.21,7.3562,0.1829,15.1055,0.3251,80.85,62.1667,260.21,0.5337,133.3,0,9918,9,0,268,242,463, , ,51,1031,62858
96.25,2,2.6102,2.902,71.6336,56.637,8.726,8.62,8.512,8.726,8.62,9.26,8.619,8.512,17.18,9.6961,0.12,16.5711,0.16,93.9,83.7833,172.37,0.38,65.1,0,3454,10,0,276,170,276,49,187,9,7246,5678
82,1.3161,1.1917,1.1837,89.151,71.1033,8.7248,8.6179,8.5112,8.7249,8.6182,9.2584,8.618,8.5116,36.15,7.4624,0.3925,15.3883,0.8307,83.75,64.4333,266.797,0.3027,81.6,0,4792,11,0,282,164,271,51,190,33,6006,6276
89.3333,2.3574,1.6823,1.0613,98.15,77.203,8.7229,8.6146,8.506,8.7227,8.6141,9.264,8.6148,8.5056,56.6,13.3996,0.1239,22.0871,0.4007,86.7833,77.3167,179.996,0.4571,65.9,0,2974,8,0,174,96,0,61,137,8,10276,5746
89.3333,2.0874,1.4808,1.6099,99.9387,78.6537,8.7225,8.6143,8.5059,8.7222,8.6135,9.2636,8.6141,8.5057,21.39,13.0639,0.1027,22.0973,0.3402,86.85,86.3333,173.659,0.3999,41.6,0,2618,7,0,281,110,120,17,199,13,6187,5132
89.3333,1.4889,1.4119,1.7808,96.8027,76.2236,8.7199,8.6118,8.5036,8.7198,8.6118,9.2604,8.6116,8.5036,38.48,12.7205,0.1841,21.3266,0.1511,72.5833,73.0667,312.822,0.2136,75.4,0,7553,9,0,324,174,336,62,230,26,18167,0
92.1333,2.3571,1.5077,1.7059,96.9143,76.2677,8.7229,8.6143,8.506,8.7224,8.6136,9.2638,8.6141,8.5058,25.17,12.358,0.1228,20.789,0.1264,70.0667,88.15,,,74.5,0,2797,6,0,3,10,621,0,37,0,8637,3226
92.1333,1.6623,1.2818,1.52,97.4613,76.8307,,,,,,,,,68.51,12.2717,0.1208,21.2846,0.1545,85.5167,81.8833,310.941,0.39,86.9,0,2698,6,0,298,137,260,27,206,30,13444,95861
92.1333,1.794,1.4086,1.5596,97.1513,76.5897,8.7204,8.612,8.504,8.7717,8.6506,9.2611,8.6125,8.5043,68.51,12.3055,0.1229,21.7673,0.1482,86.75,90.3667,312.572,0.4326,92.6,0,2824,6,0,234,112,243,26,166,26,5921,67753
92.8,1.3836,1.3945,1.0682,92.5387,73.587,8.7168,8.6117,8.5066,8.7168,8.6117,9.2421,8.6115,8.5064,21.84,10.2714,0.1101,16.9531,0.1343,80.85,77.5,175.949,0.4445,74.5,0,5501,5,0,5,23,1035,17,27,0,1905,48134
92.8,1.4391,1.4606,1.0909,93.1033,73.9923,8.717,8.612,8.5067,8.7295,8.6142,9.2425,8.6117,8.5067,14.62,10.3131,0.1233,17.2446,0.1292,87.95,76.6667,172.215,0.3828,34.2,0,7608,7,0,7,29,614,19,27,20,6366,76752
93.7333,1.5559,1.479,1.3256,92.621,73.586,8.7166,8.6115,8.5063,8.7165,8.6115,9.2425,8.6115,8.5067,22.68,10.2695,0.1088,17.0759,0.1196,88.75,66.95,174.349,0.6409,75.5,0,5669,5,0,5,24,727,2,3,0,4907,61393
93.7333,2.0455,1.3043,1.4389,93.1297,74.0333,8.7167,8.6119,8.5066,8.7167,8.6117,9.2427,8.6123,8.5071,16.47,10.2156,0.0827,16.8133,0.131,85.5167,76.8167,171.908,0.3827,27.2,0,3520,4,0,4,17,1204,16,21,0,2613,47124
91.0667,1.1743,1.1481,1.1312,95.9153,75.876,8.7237,8.6184,8.5131,8.724,8.6186,9.2506,8.6188,8.5136,19.28,6.643,0.0922,6.643,0.0921,67.4667,99.8333,171.986,0.3411,34,10,8763,11,0,8,33,599,4,7,0,3768,81988
89.3333,1.4215,1.2036,2.1,93.4953,74.3143,8.7168,8.6117,8.5067,8.7167,8.6117,9.24,8.6116,8.5066,36.68,10.1387,0.1278,17.1144,0.2331,79.9,83.3667,173.294,0.2005,51.81,0,5072,3,0,3,15,572,0,59,10,13407,5190
94.6583,3,3,3,93.0383,73.96,8.717,8.6118,8.5067,8.7172,8.6122,9.2424,8.612,8.5067,25.15,10.2266,0.1072,17.4651,0.2936,57.55,86.0167,171.549,0.432,71.7,0,3049,3,0,3,14,1162,0,19,0,3491,35180
92.8,1.4702,1.7349,1.2143,93.1407,74.0317,8.7169,8.6118,8.5067,8.7167,8.6119,9.2422,8.6118,8.5067,22.56,10.1983,0.1029,16.9084,0.1269,79.35,74.8167,178.697,0.3408,41.5,0,5555,10,0,5,42,1949,15,20,0,12173,91990
100,2,2.6102,2.902,71.6336,56.637,8.7353,8.6265,8.5184,8.7357,8.6264,9.2794,8.6271,8.5184,17.18,6.0353,0.1418,6.0354,0.1413,93.45,61.0167,175.104,0.4081,18,10,6703,8,0,351,223,518,30,240,36,1709,53616
81.3333,3.0218,1.4715,1.1865,96.0383,75.5743,8.72,8.6116,8.5034,8.7197,8.6118,9.2609,8.612,8.5039,80.24,13.3621,0.1452,21.5195,0.1463,81.9167,75.1,313.372,0.3614,159,0,6802,6,0,279,154,278,50,214,20,1237,3639
90.2667,2.0732,1.3247,1.4839,95.9887,75.5177,8.7091,8.606,8.4996,8.7201,8.6118,9.2608,8.6119,8.5038,118.9,13.3535,0.1235,21.9503,0.1369,88.05,64.2,309.267,0.4561,81,0,8603,5,0,334,152,359,48,255,16,2623,3137
84.1333,2.2381,1.871,1.8571,96.543,75.986,8.7198,8.6119,8.5036,8.7201,8.6118,9.2606,8.6121,8.5035,80.12,12.405,0.1419,21.4408,0.2105,90.25,95.9833,313.514,0.3561,157.1,0,7344,63,0,298,211,384,82,238,19,1603,5303
100,2,2.6102,2.902,71.6336,56.637,8.738,8.628,8.526,8.738,8.628,9.281,8.628,8.527,17.18,9.6961,0.12,16.5711,0.16,65,65,172.37,0.38,65.1,0,5985,27,0,718,238,271,59,559,31,2383,83027
100,2,2.6102,2.902,71.6336,56.637,8.738,8.628,8.526,8.738,8.628,9.281,8.628,8.527,17.18,9.6961,0.12,16.5711,0.16,65,65,172.37,0.38,65.1,0,3021,18,0,410,135,408,44,328,0,1494,82659
96,3,3,3,96.3333,75.6667,8.7303,8.6225,8.5148,8.7303,8.6225,9.2692,8.6225,8.5148,20,10,0.01,20,0.01,61.1,70.0667,200,0.01,40,0,1958,13,0,500,145,189,385,0,0,1523,77172
94.125,3,3,3,95.6667,75.3333,8.7303,8.6225,8.5148,8.7303,8.6225,9.2692,8.6225,8.5148,20,10,0.01,20,0.01,61.2667,56.2667,200,0.01,40,0,2450,23,0,942,202,335,966,0,0,1664,96518
87.1917,3,3,3,95.6667,75.3333,8.738,8.6304,8.5213,8.7385,8.6306,9.2781,8.6301,8.8221,20,10,0.01,20,0.01,89.2833,57.9167,200,0.01,40,0,3592,16,0,737,199,411,763,0,21,3601,90228
91.0667,1.2809,1.17,1.4688,89.2457,71.0657,8.7246,8.6179,8.5112,8.7245,8.618,9.258,8.6184,8.5113,25.54,,,,,90.0333,78.55,,,,,7990,11,0,204,259,723,128,0,30,1867,99186
84.4,1.2901,1.0663,1.2376,88.5887,70.6023,8.728,8.6207,8.5141,8.7278,8.6212,9.2623,8.6212,8.5143,29.27,7.3208,0.0691,7.3208,0.0689,99.1833,95.6167,,,,10,6227,10,0,334,222,295,235,0,34,2171,66618
94.375,3,3,3,87.6667,70,8.736,8.6278,8.5206,8.7358,8.6281,9.2743,8.6278,8.5203,20,5.9223,0.1184,5.9224,0.1177,79.2167,84.4333,,,79.5,10,5190,127,0,449,467,576,187,273,47,156,91735
87.3167,1.3558,1.5747,1.3125,88.3697,70.3467,8.7238,8.6173,8.5106,8.7242,8.6177,9.2523,8.6172,8.5107,26.68,,,,,51.6833,57.1167,,,,,10773,133,0,265,270,978,176,18,318,710,75448
88.3833,1.5,1.3235,1.7711,97.524,76.618,8.7401,8.6377,8.5241,8.7386,8.6429,9.2975,8.647,8.5335,41.92,3.7629,0.1798,3.7628,0.1792,57.05,50.5,,,36.1,10,5084,8,0,333,103,138,47,310,13,4682,3888
96.4,1.587,1.5217,1.2548,97.1767,76.287,8.729,8.621,8.5134,8.7289,8.6212,9.2675,8.6211,8.5132,59.01,,,,,73.7,73.8167,,,,,3998,34,0,369,133,153,72,306,9,7677,5064
92.8,1.3805,1.3045,2.3333,96.5723,75.8203,8.7291,8.6212,8.5135,8.7289,8.6216,9.2672,8.6207,8.5131,21.8,,,,,86.25,60.0833,,,,,2324,9,0,397,137,180,26,324,0,1970,75133
86.6667,1.587,1.2977,1.6438,96.8283,76.0257,8.7286,8.6207,8.513,8.7287,8.621,9.2672,8.621,8.5132,108.8,6.969,0.0877,6.9689,0.0779,98.2,88.3,175.536,0.4093,30.9,10,4634,31,0,890,292,560,85,985,52,132,102
87.3167,1.4764,1.1495,1.3434,97.0137,76.1173,8.7282,8.6204,8.5127,8.728,8.6206,9.2669,8.6206,8.5128,27.68,10.7435,0.0626,19.9182,0.0768,60,60,174.192,0.3748,34,0,4893,18,0,623,174,184,31,481,8,5987,4772
92.8,1.5504,1.2757,1.5115,92.3518,72.4746,8.7289,8.6209,8.5134,8.7287,8.6211,9.2671,8.6211,8.5132,55.31,7.0894,0.0853,7.0896,0.0688,94.7667,64.3167,178.281,0.213,30.4,10,4447,27,0,265,122,211,56,201,32,3107,5211
89.3333,1.5638,1.3452,1.8784,94.7713,74.625,8.7323,8.6243,8.5165,8.7318,8.6234,9.2718,8.6239,8.5163,21.31,10.8671,0.0803,19.822,0.0781,71.8333,64.05,176.805,0.3968,37.6,0,4198,6,0,104,63,118,42,89,21,3718,2999
94.6667,1.4048,1.2623,1.3429,93.855,73.8393,8.7315,8.6234,8.515,8.7313,8.6236,9.2713,8.6242,8.5159,96.46,10.9949,0.0808,20.6241,0.0921,68.7833,66.45,176.374,0.3911,37,0,8686,25,0,100,65,125,22,79,33,6633,3750
89.3333,1.7822,1.2964,2.4091,94.09,74.0253,8.737,8.6289,8.5221,8.7362,8.6283,9.276,8.6281,8.5202,28.62,6.2643,0.1431,,,64.1667,79.1167,177.597,0.401,48.2,10,7830,6,0,13,44,144,39,23,23,17315,5085
91.0583,1.4,1.2344,1.3529,93.4937,73.516,8.7316,8.6238,8.5156,8.7313,8.6237,9.2715,8.6237,8.5162,105,11.0138,0.0954,19.7308,0.0907,80.2667,59.45,171.603,0.3602,82.7,0,7696,6,0,76,83,162,13,53,35,9901,4774
90.2667,1.4042,1.0978,1.3816,93.3863,73.4077,8.7287,8.6209,8.5132,8.7292,8.6213,9.267,8.6204,8.5131,37.09,11.147,0.0986,18.694,0.1413,77.8833,81.7,172.577,0.3498,33.4,0,3527,3,0,44,27,65,0,83,0,2681,1813
90.625,2,2.6102,2.902,71.6336,56.637,8.738,8.628,8.526,8.738,8.628,9.281,8.628,8.527,17.18,10.8977,0.0912,19.578,0.0895,46.1167,51.6333,171.541,0.1902,41.41,0,3915,5,0,122,75,145,17,92,0,2950,40073
92.9333,2.4074,1.2903,1.5948,93.291,73.3313,8.7287,8.6208,8.5132,8.7283,8.6206,9.2612,8.621,8.5131,144.3,10.8708,0.0863,20.0927,0.08,67.75,69.9167,171.48,0.4062,66.5,0,4265,8,0,177,123,320,20,113,0,670,46766
81.8333,0.4709,0.233,0.4444,93.3243,73.3823,8.7287,8.6207,8.5134,8.7286,8.6206,9.2674,8.621,8.5133,21.13,10.9209,0.0883,20.2021,0.0932,50,60.55,173.857,0.4032,65.8,0,4552,8,0,49,94,158,18,34,18,14967,93842
89.3333,2.278,1.7045,1.8249,94.4123,74.2917,8.7286,8.621,8.513,8.724,8.6209,9.267,8.6213,8.5131,15.48,10.8175,0.0691,20.2853,0.0661,82.3333,70,173.259,0.3958,31.1,0,3737,6,0,60,61,247,18,50,0,7178,57699
89.3333,1.7414,1.25,1.3959,93.403,73.4763,8.7286,8.6208,8.5132,8.7293,8.6214,9.2672,8.6204,8.5127,24.05,10.5796,0.0717,19.3031,0.0736,76.0333,76.45,171.102,0.3668,39.4,0,5844,8,0,61,106,279,41,0,24,3601,55752
91.0667,1.458,1.171,1.2712,92.934,73.0673,8.7281,8.6204,8.5129,8.7281,8.6204,9.2673,8.621,8.5132,24.02,6.9586,0.0565,6.9586,0.0649,66.1667,69.1,170.086,0.3718,40.7,10,7091,7,0,41,90,265,30,0,0,3771,42989
83.0667,1.4746,1.1824,1.3008,93.823,73.7827,8.7288,8.6209,8.5135,8.7285,8.621,9.267,8.6206,8.513,25.38,10.6038,0.0834,19.7422,0.1002,68.75,86.5833,170.977,0.3748,42.3,0,,,,,,,,,,,
85.4333,1.4454,1.1829,1.3464,94.3663,74.223,8.7284,8.6206,8.5127,8.7287,8.621,9.2669,8.6206,8.5127,44.53,12.3133,0.1049,22.7143,0.1295,27.6667,55.3833,259.941,0.1198,44.36,0,4250,4,0,92,55,100,6,72,0,5967,2540
92,1.6038,1.9242,1.6477,94.811,74.5963,8.7283,8.6205,8.5129,8.7285,8.6212,9.2681,8.6218,8.514,110.6,12.2119,0.1012,22.2893,0.1386,89.5333,86.6,257.378,0.1239,44.55,0,2895,6,0,82,56,155,17,62,0,2666,43026
93.8667,1.7091,1.6693,1.7493,96.113,74.2983,8.7381,8.6296,8.5216,8.7372,8.6298,9.2763,8.6276,8.5189,145.7,10,0.01,20,0.01,89.5333,78.6167,200,0.01,40,0,4036,7,0,143,86,296,23,103,0,9486,84431
89.3333,2.7218,8.2935,6.1636,101.8267,79.9163,8.7339,8.6263,8.5189,8.7342,8.6268,9.2717,8.6299,8.5226,19.87,8.3346,0.0874,8.3346,0.0874,76.9333,71.5333,230.159,0.2121,71.9,10,1666,7,0,273,110,150,26,193,0,1875,51122
89.3333,2.732,2.1607,2.1429,101.71,79.804,8.733,8.6266,8.519,8.7338,8.6267,9.2715,8.6269,8.5189,17.72,8.0773,0.0936,8.0774,0.0776,68.3833,69.85,235.419,0.2257,68.7,10,1533,8,0,295,114,190,27,204,0,9717,10123
94.375,3,3,3,102.3333,80.3333,8.7303,8.6225,8.5148,8.7303,8.6225,9.2692,8.6225,8.5148,20,10,0.01,20,0.01,78.5667,78.2833,200,0.01,40,0,2075,6,0,257,125,165,24,177,24,2906,51426
98.0333,0.7676,,2.6642,101.6467,79.741,8.7408,8.6331,8.5253,8.7409,8.6331,9.2794,8.633,8.5253,20.4,12.4586,0.103,21.9441,0.1197,82.5,55.4833,254.431,0.3041,61.5,0,3759,6,0,332,159,320,2,19,0,2095,68883
99.9083,2.4894,1.7083,1.7666,102.0033,80.0633,8.7406,8.6329,8.5252,8.7413,8.6335,9.2794,8.633,8.5252,35.67,8.1308,0.0871,8.1308,0.0868,91.85,61.2667,256.263,0.2221,63.4,10,2142,5,0,261,134,125,23,179,0,1273,45399
100,3,3,3,101.6667,79.6667,8.7303,8.6225,8.5148,8.7303,8.6225,9.2692,8.6225,8.5148,20,12.3821,0.1079,22.0549,0.192,89.1667,63.3,252.581,0.222,65.5,0,2026,6,0,262,117,274,25,184,0,2128,46828
87.4583,1.5132,1.387,1.741,101.0733,79.2927,8.7332,8.6259,8.5184,8.7334,8.6257,9.2709,8.626,8.5182,29.64,12.6246,0.1021,22.2565,0.129,79.5833,54.6,256.511,0.1176,65.7,0,3607,5,0,281,128,331,2,19,21,2140,59729
89.1917,1.497,4.668,2.1629,100.4883,78.7783,8.7407,8.633,8.5253,8.7409,8.6332,9.2795,8.6331,8.5254,21.25,12.5646,0.1013,22.0311,0.111,86.2667,56.55,254.227,0.2286,122.1,0,2399,5,0,225,84,186,39,176,11,5145,5058
87.4583,2.871,1.8727,1.913,101.8033,79.8683,8.7334,8.6262,8.5184,8.7334,8.626,9.2711,8.626,8.5183,58.18,12.6029,0.1212,22.5513,0.1323,54.7333,81.55,287.788,0.3075,73.1,0,2095,7,0,109,101,214,52,80,0,3300,5208
89.3333,2.4889,1.8014,1.89,101.41,79.5347,8.7332,8.6255,8.5181,8.7336,8.6259,9.2709,8.6259,8.5183,26.89,12.3724,0.0961,22.2091,0.1421,80.6167,69.5667,250.736,0.2164,62.1,10,7680,5,0,190,109,220,47,143,13,3013,3268
90.6667,3,3,3,101.8533,79.8557,8.7334,8.6258,8.5183,8.7336,8.6261,9.2684,8.6259,8.5184,26.57,12.4565,0.1174,22.153,0.1224,79.6833,85.55,251.645,0.228,70.7,0,4192,4,0,256,132,260,27,184,0,13683,82934
85.5833,1.8039,1.6071,2.8627,102.14,80.1197,8.7364,8.629,8.5213,8.7368,8.6294,9.2753,8.6291,8.5215,18.89,12.5123,0.1069,22.0082,0.1122,87.7333,41.5167,251.206,0.228,66.8,0,6259,5,0,245,120,199,171,0,0,3318,48382
89.3333,,2,,102.11,80.11,8.739,8.6279,8.5195,8.736,8.6284,9.2743,8.628,8.519,22.81,9.0911,0.1358,17.9648,0.0832,95.9167,86.6,176.57,0.4282,35.2,0,1203,8,0,306,129,194,205,0,0,14191,10149
90.2667,2.9551,1.8864,1.1186,101.7467,79.707,8.7338,8.6261,8.5186,8.7336,8.626,9.2712,8.6263,8.5186,34.35,12.2743,0.1054,22.3007,0.1283,92.8,80.9333,252.638,0.2383,88.7,0,1716,8,0,226,123,210,31,155,0,1569,59243
92.9333,2.0254,1.804,1.4831,102.3067,80.2197,8.7336,8.6261,8.5185,8.7337,8.6262,9.2713,8.6261,8.5186,33.29,12.3165,0.1087,22.1133,0.138,71.1833,98.3167,254.987,0.2371,118.6,0,3726,7,0,234,132,312,25,163,0,1424,60105
91.0667,2.25,1.6284,1.5052,133.5167,105.8133,8.7218,8.6153,8.5091,8.7215,8.6152,9.2579,8.6152,8.5092,47.81,12.1613,0.0973,22.1154,0.14,77.4333,65.6667,249.212,0.2396,61.3,0,11402,7,0,346,251,524,28,229,0,13335,92477
95.6,1.9517,1.4679,1.6508,95.1158,74.6022,8.7338,8.6261,8.5187,8.7335,8.626,9.2712,8.6262,8.5185,25.53,12.2204,0.0943,21.9978,0.1522,93.4,72.5,254.637,0.2528,62.2,0,1880,8,0,227,143,351,24,150,0,825,52871
88,2.1268,1.5049,1.5689,94.7825,74.3369,8.7338,8.6264,8.5188,8.7337,8.6262,9.2712,8.6262,8.5186,38.53,12.3928,0.108,23.0012,0.4761,,,257.877,0.4573,67.5,0,3768,8,0,179,130,256,23,118,0,9185,72653
92.1333,1.3723,8.375,2.4176,101.3,79.4473,8.7337,8.6268,8.5189,8.7342,8.6267,9.2714,8.6259,8.519,28.35,12.517,0.1009,22.5112,0.2684,93.85,82.1833,260.277,0.2839,65.1,0,8101,5,0,129,133,351,51,95,24,11889,6417
95.6,1.8714,1.8934,1.5813,101.11,79.2803,8.7339,8.6263,8.5189,8.734,8.6263,9.2713,8.6262,8.5186,19.45,12.3085,0.1063,21.9787,0.1202,95.3667,93.6833,248.731,0.2312,76.1,0,6545,3,0,157,116,366,46,118,11,14189,5224
89.3333,2.6296,2.1879,2.2553,80.746,80.58,8.7339,8.6263,8.5188,8.7337,8.6263,9.2714,8.6262,8.5187,17.96,12.4201,0.108,22.3267,0.1314,98.2333,76.2167,255.344,0.2547,79.7,0,4672,6,0,8,33,161,37,21,0,3520,3361
89.3333,2.1449,1.544,1.884,80.9793,80.36,8.7339,8.6265,8.5181,8.7338,8.6263,9.2713,8.6263,8.5188,19.38,12.243,0.1027,22.659,0.1191,94.1,88.4333,255.944,0.3089,149.7,0,4996,6,0,10,38,216,34,19,0,11645,5614
85.4417,2.531,2.0779,2.1458,100.95,79.182,8.7337,8.6263,8.5187,8.7339,8.6262,9.2715,8.6262,8.5188,20.85,4.165,0.1027,22.4923,0.1191,53.3167,41.25,254.03,0.3089,128.5,0,2930,6,0,83,99,125,21,58,35,2530,40904
93.8667,2.5482,1.863,2.0333,100.9067,79.1373,8.734,8.6264,8.5187,8.7339,8.6262,9.2711,8.6262,8.5188,24.71,10.6028,0.0972,17.568,0.2096,83.0667,70.6833,205.117,0.3759,39.4,0,4477,6,0,160,152,417,22,104,46,3245,64104
86.8,1.8378,1.4031,1.7419,100.91,79.1483,8.7337,8.6263,8.5185,8.7336,8.6262,9.2711,8.6261,8.5187,22.02,10.8062,0.1032,18.2153,0.1502,70.3333,88.95,205.129,0.3689,45.1,10,3688,5,0,166,140,473,21,113,33,1408,40909
84.6667,1.617,1.1622,1.505,100.85,79.1317,8.7336,8.6263,8.5185,8.7336,8.6262,9.271,8.6261,8.5183,22.02,10.7669,0.1037,18.3407,0.1669,88.0167,92.4,206.359,0.3767,42.2,10,3602,5,0,7,34,220,17,15,24,1476,51137
93.7333,2.25,1.6284,1.5052,98.7367,77.0873,8.7367,8.6267,8.5168,8.7368,8.6269,9.2873,8.6268,8.5167,23.41,10.973,0.0824,17.9416,0.0954,84.0667,77.0667,208.246,0.3607,28.4,0,2958,3,0,4,13,918,14,0,0,14631,75011
89.1917,2.4249,1.5855,1.6037,103.4833,80.53,8.736,8.6258,8.5151,8.7358,8.6253,9.2866,8.6255,8.5157,23.81,11.2346,0.106,18.1551,0.1161,56.5833,89.6667,209.792,0.5133,38.3,0,3817,6,0,5,15,1181,17,14,0,12813,73452
92.8,1.9593,1.6384,1.0851,101.3567,78.8867,8.7362,8.6261,8.5163,8.7371,8.6269,9.2871,8.626,8.5161,20.7,11.044,0.1847,19.2194,0.1579,82.35,77.1,205.949,0.1828,45,0,4524,3,0,4,13,1086,15,0,0,8403,51275
93.8667,1.7205,1.2244,1.7259,97.553,76.1853,8.7365,8.6265,8.5166,8.7365,8.6261,9.2868,8.6263,8.5168,102.8,10.5444,0.0862,22.5816,0.0686,82.3833,83.0667,174.047,0.3644,27.2,0,11092,3,0,7,29,549,16,14,0,14118,81013
94.6667,1.6501,1.4947,1.594,96.8467,75.5687,8.7363,8.6275,8.5168,8.7374,8.6267,9.2885,8.6253,8.5157,24.83,10.6531,0.1245,21.4034,0.0953,94.5833,85.8167,172.846,0.3793,66.7,0,7570,0,0,6,24,782,15,14,0,3677,46869
96.5333,2.2416,1.8015,2.6239,98.0953,76.5737,8.7434,8.6331,8.5228,8.7433,8.6328,9.2946,8.6328,8.5226,42.9,11.2965,0.1439,19.4817,0.1495,87.05,89.4833,209.323,0.3545,32.2,0,5254,4,0,6,22,612,15,14,0,18547,91173
92.8,1.7168,1.3172,1.4977,94.9677,74.4887,8.7284,8.6209,8.5131,8.729,8.6215,9.2672,8.6206,8.5129,23.7,11.1847,0.1033,18.854,0.1829,79.4,70.3,207.629,0.3677,20.9,0,4386,7,0,263,146,430,26,197,0,4338,87693
92.9333,1.4571,1.2155,1.3908,94.4887,74.093,8.7285,8.6206,8.5132,8.7279,8.6204,9.2669,8.6207,8.5131,23.94,11.3087,0.1171,19.2281,0.198,84.75,82.3833,210.669,0.1603,27.3,0,4437,6,0,260,159,405,27,197,0,9319,68893
92.8,1.4815,1.528,1.247,96.831,75.53,8.7367,8.6263,8.5164,8.7364,8.6264,9.2874,8.6268,8.5167,17.07,8.1335,0.1294,8.1335,0.1294,81.8167,83.8333,252.541,0.2281,22.5,10,11702,0,0,5,23,478,16,14,0,16606,93583
92,1.41,1.2283,1.4265,96.843,75.606,8.7371,8.627,8.5167,8.7368,8.6265,9.2874,8.6269,8.5165,15.79,11.3451,0.1153,18.2437,0.14,89.6167,86.3833,210.429,0.2287,36.9,0,10920,0,0,6,28,421,17,14,0,12636,84191
89.3333,1.7795,1.8116,1.5709,96.4787,75.299,8.7368,8.6265,8.5166,8.736,8.6261,9.287,8.6265,8.5162,22.07,10.8123,0.11,22.3841,0.1116,83.5167,74.2333,169.275,0.2429,34.8,0,5591,4,0,4,16,1141,14,13,0,2985,46920
89.3333,1.9864,0.4474,1.0286,98.527,77.123,8.7556,8.639,8.526,8.7409,8.6331,9.2795,8.633,8.5254,20.85,7.5735,0.209,15.1984,0.4595,88.45,79.9333,261.73,0.1108,17.7,0,899,3,0,43,27,109,30,65,10,697,2050
93.7333,1.8284,1.662,1.173,96.3573,75.1993,8.7367,8.6266,8.5164,8.7367,8.6266,9.2869,8.6265,8.5162,20.55,10.7679,0.0877,22.1988,0.0661,80.75,83.75,176.481,0.3982,25.7,0,4976,3,0,4,13,1070,14,13,0,17127,85479
89.3333,1.8879,1.5053,1.9245,95.2113,74.711,8.765,8.6552,8.5487,8.7296,8.6219,9.3335,8.6825,8.5705,16.05,12.7122,0.112,22.3691,0.119,95.3333,90.25,251.437,0.1277,22.22,0,3330,5,0,108,61,388,19,94,0,4519,52952
85.5833,1.3195,1.2274,1.2607,95.4143,74.1857,8.7333,8.6213,8.5149,8.7297,8.6226,9.2563,8.6167,8.5104,27.5,12.7556,0.1132,21.9176,0.1334,53.95,54.8,268.125,0.2311,18.21,0,3558,9,0,89,85,361,21,61,0,3929,62226
94.6667,3,3,3,94.8777,74.3957,8.7285,8.6206,8.513,8.7286,8.6209,9.2676,8.6211,8.5132,15.57,12.7495,0.2009,21.4372,0.1673,72.45,65.3333,277.806,0.2551,31.4,0,15618,4,0,75,67,241,35,63,20,7392,4479
89.3333,1.8598,1.5541,1.6174,84.428,66.23,8.7332,8.6258,8.5182,8.782,8.6629,9.2707,8.6259,8.5184,17.65,10.958,0.2243,21.5658,0.2438,87.9833,67.7167,173.055,0.3855,0.3568,0,1607,5,0,26,56,184,22,28,24,1763,35212
91.0667,1.935,1.4879,1.8665,85.2113,66.8547,8.7346,8.6285,8.5195,8.7335,8.6256,9.271,8.6255,8.5183,18.3,10.8651,0.217,21.6438,0.2338,85.4167,80.8333,170.858,0.3392,33.1,0,7728,6,0,244,210,504,22,160,26,2771,53999
89.325,1.6952,1.3231,1.474,84.8777,66.61,8.7329,8.6257,8.5184,8.7335,8.6256,9.2708,8.6254,8.5183,18.95,10.9303,0.1263,21.6146,0.1625,60.7833,52.7,172.552,0.4062,43.2,0,3163,5,0,14,51,318,18,19,38,3502,48096
87.6,1.9845,1.8778,2.1323,95.1463,74.629,8.7284,8.6207,8.5129,8.7282,8.6208,9.2673,8.6208,8.5132,26.49,11.0047,0.1614,22.1312,0.1649,93.7167,61.7333,168.33,0.3692,30.3,10,8,0,47,46,322,57,53,10,6136,4896,
89.3333,2.3205,1.5594,3,95.1917,74.6,8.7285,8.6207,8.5132,8.7294,8.6217,9.267,8.6208,8.5131,24.17,11.0889,0.0993,21.7968,0.1011,93.6833,77.6667,168.027,0.3155,24.2,10,5,0,87,56,320,20,69,8,9278,5342,
91.2,2.1389,1.5225,2.1132,94.8953,74.434,8.7288,8.621,8.5134,8.7285,8.6208,9.2672,8.7286,8.6207,20.15,8.2042,0.17,12.7375,0.31,84.3333,75.9833,175.54,0.43,47.8,0,3266,4,0,0,12,522,0,0,0,14889,5367
91.0667,3.5047,2.0759,2.637,94.84,74.3747,8.7366,8.6286,8.5207,8.7364,8.6284,9.2799,8.6281,8.5202,23.23,12.6636,0.1122,21.7252,0.157,95.55,86.6,249.767,0.2245,40.2,0,6042,7,0,5,29,597,14,0,0,1169,43131
96.4,2.1686,8.5331,1.3476,94.6133,74.1853,8.736,8.6281,8.5203,8.7369,8.629,9.2769,8.628,8.5201,32.2,12.2405,0.129,21.41,0.2217,79.9333,86.6,305.141,0.2796,105.3,10,6629,5,0,7,37,492,15,0,0,2598,43016
