score,Insu R1,Insu R2,Insu R3,SC Tap1,SC Tap2,R12.8,R12.9,R12.10,R23.8,R23.9,R31.3,R31.9,R31.10,x10,Cap HL,Tan HL,Cap LH,Tan LH,BD Main,BD OLTC,Bush1 cap,Bush1 tan,Surge1 loss,Surge1 leak,CO2,C2H4,C2H2,C2H6,CH4,CO,C3H6,C3H8,H2,O2,N2
100,2,1.8852,2.3333,123.1225,97.6929,8.733,8.626,8.518,8.733,8.626,9.27,8.626,8.519,49.64,12.225,0.1247,20.0008,0.1483,68.6167,78.95,305.351,0.2266,41.2,10,3110,3,0,0,8,450,0,0,33,12795,4841
92.8,1.9444,1.3253,1.54,84.95,66.5607,8.733,8.6254,8.5179,8.733,8.6256,9.2704,8.6257,8.518,18.71,12.2151,0.1169,20.6964,0.1596,91.2167,64.8333,308.563,0.8696,59.6,0,2953,6,0,6,28,549,15,0,0,2706,55656
86.125,3.6658,2.0267,2.0865,98.5277,77.1883,8.804,8.705,8.59,8.804,8.705,9.352,8.705,8.59,19.16,7.2811,0.1887,,,87.5833,53.6833,259.63,0.2287,270.9,0,2259,3,0,0,9,662,0,0,0,2533,31518
91.8583,3.6658,2.0267,2.0865,98.5367,77.195,8.7409,8.6331,8.5254,8.7408,8.6331,9.2794,8.6329,8.5252,15.63,12.2801,0.115,20.4777,0.1491,85.2833,58.0667,309.061,0.2446,49.6,0,2229,4,0,0,10,1080,0,0,0,2236,34940
91.2,2.3181,2.802,1.4342,99.116,77.689,8.7403,8.6268,8.5212,8.7331,8.6259,9.2734,8.6287,8.521,17.23,9.6961,0.12,16.5711,0.16,81.0833,84.1833,172.37,0.38,65.1,0,3706,4,0,4,21,197,15,14,12,22746,91561
88.2583,1.6129,1.9406,1.2598,99.6797,78.2207,8.733,8.6259,8.5184,8.7332,8.6257,9.2707,8.6258,8.5182,21.4,12.513,0.1369,24.0189,0.1562,58.6833,89.35,204.309,0.3632,17.2,0,6074,3,0,4,23,269,15,14,384,4541,2111
89.3333,2.5063,1.9007,1.9731,99.4663,77.8517,8.738,8.6277,8.5199,8.7346,8.627,9.273,8.6272,8.5196,20.21,12.6817,0.1501,23.5726,0.1901,96.4167,68.6,202.688,0.3664,45.4,0,3632,3,0,5,27,378,16,14,0,5314,39679
100,2,2.6102,2.902,71.6336,56.637,8.738,8.628,8.526,8.738,8.628,9.281,8.628,8.527,17.18,12.6678,0.1713,23.8419,0.1824,65,65,209.89,0.3904,28.3,0,2908,7,0,0,3,290,0,0,17,2827,32464
93.8667,1.64,1.1556,2,100.5567,78.613,8.736,8.6259,8.5159,8.736,8.6259,9.2863,8.6261,8.5158,13.7,10.5333,0.1504,20.7756,0.1793,68.6833,71.85,205.955,0.4002,31.1,0,13445,46,0,5,13,812,44,25,0,18465,4854
95.6,2.7191,1.6936,1.5549,99.5457,77.261,8.7381,8.6265,8.5165,8.7362,8.6263,9.287,8.6268,8.5167,17.76,10.6136,0.1181,20.6416,0.2789,80.75,83.75,203.875,0.3487,24,0,724,3,0,0,6,204,0,0,0,13824,4547
81.3333,2.3388,1.5208,1.7363,99.8567,77.5117,8.7358,8.6256,8.5156,8.7355,8.6256,9.2864,8.6258,8.5158,115.2,11.9274,0.1267,21.407,0.2145,81.9333,89.4333,261.896,0.2385,71.4,0,,,,,,,,,,,
92.1333,2.3401,1.8,1.9582,83.5237,65.7453,8.7333,8.6261,8.5189,8.7319,8.6246,9.27,8.6266,8.5194,60.22,11.7123,0.1018,21.8865,0.1711,70.9167,72.5167,253.458,0.1835,54.6,0,4594,3,0,3,15,538,0,0,8,7814,5871
91.2,1.4868,1.2487,1.4641,83.137,65.4623,8.7323,8.625,8.5179,8.7327,8.625,9.2686,8.6247,8.5174,15.31,12.1963,0.1484,21.7481,0.2078,78.4833,91.3,311.043,0.2665,27.8,0,12684,2,0,4,22,676,0,0,20,8011,5392
94.5333,4.2105,2.3659,4.2268,84.6373,66.681,8.7362,8.6286,8.5207,8.736,8.6285,9.274,8.628,8.5208,21.05,11.7839,0.1283,22.8461,0.1519,84.9167,91.26,250.717,0.1923,32.7,0,2416,4,0,0,10,642,0,0,0,2470,33732
95.4667,4.6505,2.16,3.4416,85.2567,67.1707,8.7333,8.6257,8.518,8.7333,8.6257,9.2707,8.6257,8.5182,17.64,11.772,0.0813,22.7178,0.0939,81.2167,67.2667,255.842,0.2728,17.7,0,3746,0,0,0,12,339,14,0,0,3106,28464
94.6583,3.2857,2.2162,2.4375,71.6336,56.637,8.7211,8.613,8.5058,8.7214,8.6137,9.2596,8.6139,8.506,25.37,12.2887,0.1011,23.8041,0.1485,88.3,59.2,255.144,0.2439,21.1,0,2498,4,0,0,12,618,16,13,41,2999,34787
92.8,4.7241,1.8974,3.2557,83.544,65.7263,8.7179,8.6103,8.5028,8.7177,8.6102,9.2555,8.6101,8.5028,18.05,10,0.01,20,0.01,91.3333,79.35,200,0.01,40,0,1460,4,0,0,6,469,0,0,0,20649,
95.6,2.8373,1.9644,2.3185,83.7663,65.8957,8.721,8.6135,8.5053,8.7209,8.6132,9.2596,8.6134,8.5054,48.52,11.0852,0.088,18.7724,0.0928,79.9833,82.2833,175.686,0.4083,32,10,3550,4,0,0,11,374,26,0,13,16784,5318
97.3333,2.2692,1.5465,1.75,83.126,65.3477,8.7174,8.612,8.5025,8.7176,8.6101,9.2552,8.61,8.5025,22.38,10,0.01,20,0.01,95.8833,79.2,200,0.01,40,0,3820,8,0,0,11,686,63,0,0,12957,5550
100,3,3,3,83.6667,65.6667,8.7307,8.6226,8.5149,8.7319,8.624,9.2691,8.6222,8.5139,20,11.2239,0.1123,18.1728,0.0903,77,62.75,171.002,0.3656,63.1,0,6796,6,0,9,52,548,5,11,16,1030,52126
92.8,1.6283,1.9669,1.6675,84.6833,66.66,8.7317,8.6236,8.5225,8.7322,8.6239,9.2748,8.6238,8.5231,22.23,11.1719,0.1183,18.3674,0.0998,84.25,86.6,171.085,0.2092,0.2092,0,5930,9,0,5,37,1314,18,13,0,3203,73477
98.125,3,3,3,83.6667,65.6667,8.7303,8.6225,8.5148,8.7303,8.6225,9.2692,8.6225,8.5148,20,11.148,0.086,18.375,0.079,67.2833,50.3667,171.13,0.4175,71.1,10,5969,13,0,5,37,1542,20,13,0,3126,83678
92.8,1.6681,8.3511,1.9924,82.952,65.201,8.7321,8.6268,8.5256,8.7346,8.6258,9.2778,8.6269,8.5266,23.87,11.1527,0.0968,18.2697,0.0828,79.55,73.1333,171.117,0.3642,49.7,0,11622,3,0,5,30,890,0,0,10,3177,2936
91.2,1.3452,1.0886,1.2932,82.9853,67.225,8.7321,8.6236,8.5229,8.7319,8.636,9.279,8.6237,8.523,37.17,11.385,0.1005,18.5928,0.0903,94.4333,71.5667,173.95,0.3983,23.4,0,5841,20,0,9,52,992,48,0,0,15708,0
89.3333,1.7633,1.4861,1.4435,89.85,71,8.7348,8.6261,8.5252,8.7347,8.6257,9.2775,8.621,8.5257,15.42,10,0.01,20,0.01,89.6833,86.6,200,0.01,40,0,5934,7,0,172,210,533,21,101,33,1022,52749
89.3333,1.7622,1.4356,1.5188,84.7333,67.0167,8.73,8.623,8.514,8.7432,8.6348,9.2776,8.626,8.5254,22.81,10,0.01,20,0.01,33.25,39.6833,200,0.01,40,0,4662,7,0,163,174,457,21,97,21,1972,53939
81.3333,1.7271,1.684,2.2813,82.8857,65.1273,8.7236,8.6154,8.5142,8.7236,8.6153,9.2729,8.6232,8.522,15.63,8.313,0.1212,12.6734,0.0972,85.5333,61.2833,171.419,0.3906,34,0,,,,,,,,,,,
100,3,3,3,133.3333,105.6667,8.7303,8.6225,8.5148,8.7303,8.6225,9.2692,8.6225,8.5148,20,12.2139,0.0969,21.4955,0.1063,80.35,82.4667,259.732,0.2544,54.5,0,4269,8,0,170,138,677,21,107,0,8555,94968
100,3,3,3,133.3333,105.6667,8.7303,8.6225,8.5148,8.7303,8.6225,9.2692,8.6225,8.5148,20,12.5099,0.1071,23.7319,0.2059,70.05,64.9667,261.106,0.0785,73.7,0,4729,6,0,152,155,588,19,96,0,4792,62828
91.2,1.0532,1.3124,1.4078,165.86,131.2567,8.7267,8.6195,8.5125,8.7267,8.6196,9.2628,8.6201,8.5129,45.8,12.6877,0.113,23.3483,0.136,84.3167,72.7,264.512,0.2727,73.1,10,6409,3,0,3,21,561,0,0,0,11767,4641
92.8,1.8249,1.4753,4.4275,79.7953,62.687,8.7179,8.6103,8.5028,8.7177,8.6102,9.2555,8.6102,8.5027,21.31,10.08,,18.343,,94.2667,71.7,174,0.43,30,0,1765,4,0,0,8,1209,2,2,0,22408,10955
85.4667,3.6061,2.4412,2.2865,79.5317,62.466,8.7173,8.61,8.5025,8.7175,8.6102,9.2552,8.6098,8.5026,22.01,10.379,0.11,18.126,0.12,66.4833,71.3167,173,0.42,30,0,1548,5,0,0,6,900,14,0,0,20251,88853
94.5333,2.6257,2.1391,2.2624,86.6653,68.036,8.7251,8.6173,8.5097,8.7253,8.6175,9.2637,8.6173,8.5097,21.81,9.6961,0.12,16.5711,0.16,75.15,64.3667,172.37,0.38,65.1,0,1936,4,0,0,7,1024,2,2,0,4630,32976
96.5333,2,3.4571,3.65,85.0767,67.207,8.738,8.627,8.523,8.738,8.627,9.28,8.628,8.524,,10,0.01,20,0.01,89.2,75.4833,200,0.01,40,0,1648,5,0,0,8,782,14,0,0,6160,33432
96.5333,2,3.4571,3.65,84.34,66.603,8.737,8.626,8.523,8.738,8.626,9.278,8.626,8.524,16.415,,0.13,,0.13,84.7667,80.5167,171.0528,0.45,39.29,0,1844,5,0,0,8,774,15,0,117,97,38222
96.25,2,2.6102,2.902,71.6336,56.637,8.738,8.628,8.526,8.738,8.628,9.281,8.628,8.527,17.18,14.21,0.13,14.21,0.13,60,60,172,0.45,41.52,0,5042,4,0,4,20,1043,14,13,69,110,45103
96.25,3,3,3,83.6667,66.3333,8.7303,8.6225,8.5148,8.7303,8.6225,9.2692,8.6225,8.5148,20,9.4681,0.1486,17.0477,0.1803,60,60,169.362,0.3935,58.18,0,1124,3,0,0,2,461,0,0,0,3491,19565
94.8,2.5055,3.325,2.1463,83.8987,66.372,8.735,8.624,8.521,8.732,8.624,9.274,8.623,8.52,16.22,9.5586,0.13,16.7305,0.1516,86.3833,77.6333,168.212,0.3883,61.5,0,2870,4,0,3,12,1054,14,0,0,1927,33917
94.6583,1.3931,2.7586,2.1653,83.597,66.0017,8.735,8.624,8.521,8.732,8.624,9.274,8.623,8.52,16.2,12.5092,0.1225,21.1769,0.1177,90.05,51.1333,245.276,0.1204,39,0,,,,,,,,,,,
84.8,2.3286,1.5,1.6211,84.452,66.744,8.7318,8.622,8.5203,8.732,8.6221,9.2735,8.622,8.5203,16.82,8.987,0.12,17.8564,0.0749,76.5333,89.3333,176.132,0.4192,30.9,0,,,,,,,,,,,
84.8,2.1446,1.4754,1.5977,84.3993,66.6637,8.7316,8.6219,8.5202,8.7318,8.6218,9.2733,8.6218,8.5202,20.31,10.5485,0.0959,22.3059,0.0828,94,88.2333,173.965,0.4118,63,0,,,,,,,,,,,
89.3333,2.0181,1.6149,1.9571,85.03,66.735,8.7332,8.6259,8.5184,8.7331,8.6257,9.2707,8.6255,8.5181,16.12,7.4566,0.2109,15.1775,0.2932,82.2833,68.2333,260.802,0.2167,28,0,1124,4,0,8,31,282,16,15,0,2878,27246
88.1083,2.0247,1.5686,1.8707,133.79,106.0133,8.7224,8.616,8.5098,8.7217,8.6156,9.2577,8.6154,8.5092,39.49,8.2414,0.1168,12.7779,0.1532,87.1833,30.6167,174.294,0.408,33.8,0,10130,6,0,208,183,504,,,17,546,42591
87.4583,1.2237,1.3625,1.4356,96.0554,75.3931,8.7365,8.6286,8.5205,8.7368,8.6288,9.2759,8.6282,8.5204,47.61,12.1191,0.1344,20.7668,0.1693,55.35,71.05,264.926,0.1362,51.6,0,2408,7,0,117,59,180,18,87,0,19890,90364
81.3333,1.7361,1.6667,2.0642,88.5624,70.6304,8.7305,8.6236,8.5168,8.7305,8.6236,9.2647,8.6235,8.5167,16.62,12.2982,0.134,20.5697,0.1796,95.9333,82.9,262.332,0.2343,47.7,0,,,,,,,,,,,
85.8667,2.2613,1.6111,1.9884,165.7833,131.2,8.7264,8.6196,8.5123,8.7266,8.6195,9.2625,8.6198,8.5126,60.22,10.7938,0.0858,22.5346,0.1013,80.9333,66.25,177.257,0.4118,1.1676,0,,,,,,,,,,,
81.1917,5.1613,6.993,3.4569,82.7883,65.112,8.7525,8.6117,8.5046,8.7192,8.6113,9.2613,8.659,8.5468,15.46,12.2711,0.097,23.426,0.1885,74.7667,58.5833,258.329,0.2183,72.6,0,,,,,,,,,,,
84.1333,5.3955,3.7075,3.3625,82.2403,64.666,8.7254,8.6177,8.5099,8.7253,8.6176,9.264,8.6176,8.5099,16.09,11.0422,0.1281,19.5073,0.2361,69.45,64.8333,260.757,0.2364,36.9,0,,,,,,,,,,,
81.3333,0.7757,2.3614,1.2683,94.964,74.4533,8.7417,8.6327,8.5243,8.739,8.6326,9.2822,8.6363,8.5273,21.38,13.1499,0.138,16.3189,0.2849,92.4167,80.9833,180.382,0.4092,46.4,0,,,,,,,,,,,
83.0667,2.926,1.8031,2.3733,79.2773,62.3127,8.7177,8.6103,8.5027,8.7175,8.61,9.2551,8.61,8.5028,15.62,7.3699,0.1099,15.1239,0.1225,98.45,61.3,261.66,0.2168,38.2,0,,,,,,,,,,,
88.3833,2.9151,1.9468,2.4396,86.2433,67.64,8.7227,8.6146,8.5064,8.7221,8.6138,9.2636,8.6133,8.5053,15.71,10.2453,0.1082,17.1932,0.12,82.8167,46.0333,176.123,0.3991,69.8,0,1342,0,0,0,5,638,0,0,0,6917,28290
81.3333,2.639,1.7923,1.3297,99.554,78.3693,8.7199,8.6117,8.5036,8.7197,8.6116,9.2606,8.6115,8.5035,18.92,12.3436,0.1035,23.3568,0.155,66.1,62.7167,261.405,0.3536,119.7,0,,,,,,,,,,,
84,1.2488,1.1889,1.1515,88.064,70.1067,8.7238,8.6172,8.5106,8.724,8.6172,9.257,8.6172,8.5104,49.23,12.3536,0.1065,17.3785,0.2302,78.2167,64.2333,257.938,0.2603,73.5,0,,,,,,,,,,,
81.3333,1.3906,1.2036,1.3273,92.9967,73.902,8.717,8.612,8.5068,8.7173,8.6122,9.2428,8.612,8.5067,33.56,12.4329,0.107,22.397,0.1363,73.05,85.4,256.746,0.2401,69.3,0,,,,,,,,,,,
80.1333,2.9577,2.207,1.7996,79.211,62.2697,8.7175,8.6103,8.5024,8.7179,8.6099,9.2554,8.6104,8.5028,21.9,12.4305,0.1126,21.0425,0.1728,79.9,71.5167,255.284,0.3657,75.7,0,,,,,,,,,,,
90.9167,3.1633,2.0073,1.793,79.4833,62.4427,8.7182,8.6108,8.5036,8.7176,8.6103,9.2551,8.6102,8.5028,19.93,12.79,0.1359,22.7126,0.1357,97.2667,48.3333,268.596,0.275,52.9,0,1292,5,0,0,6,952,14,0,0,23059,97643
94.5167,2.5213,1.9487,2.1374,101.08,79.2643,8.7337,8.6262,8.5188,8.7336,8.6262,9.2712,8.6261,8.5188,40.8,12.694,0.1286,23.6838,0.1728,60,60,255.838,0.2209,40.1,0,3104,6,0,141,110,345,22,97,30,2376,50216
93.8667,2.2809,2.8328,3.4649,81.9287,64.492,8.7178,8.6104,8.5029,8.7176,8.6103,9.2551,8.6102,8.5025,16.76,10,0.01,20,0.01,74.7333,87.2167,200,0.01,40,0,3646,4,0,9,48,395,16,16,47,2851,42234
89.3333,2.5523,1.595,2.5622,84.7633,66.5163,8.7179,8.6107,8.5032,8.7181,8.6106,9.2557,8.6104,8.5031,18.55,12.577,0.1017,23.4008,0.1681,74.7333,64.9,258.967,0.2559,99.4,0,1137,0,0,0,4,408,0,0,0,3700,18704
85.5833,3.5385,2.4706,2.25,74.0833,61.811,8.7333,8.6258,8.518,8.733,8.6255,9.2706,8.6255,8.5182,16.09,12.5934,0.0938,23.6104,0.1156,59.4833,59,260.388,0.2481,114.8,0,2115,5,0,72,81,297,21,55,0,15465,91750
89.3167,3,3,3,84.7633,66.5163,8.7329,8.6256,8.5179,8.7331,8.6256,9.2704,8.6256,8.5181,20,12.5442,0.091,24.0079,0.1079,78.25,47.15,259.148,0.5987,120.9,0,2044,4,0,18,50,153,18,21,33,20060,90451
91.4667,1.8769,1.2938,1.5702,79.242,62.2823,8.7204,8.6131,8.5054,8.7204,8.6128,9.2585,8.6128,8.5053,20.4,12.3342,0.0943,23.5628,0.1373,85.2667,73.8833,257.443,0.5112,55.9,0,2092,3,0,0,8,1127,2,2,0,3100,36087
82.1333,1.9785,1.5512,1.6019,79.031,62.0867,8.7174,8.6102,8.5024,8.7176,8.6099,9.2552,8.6103,8.5025,20.4,10.9948,0.087,19.5221,0.2048,70.7833,69.2167,168.457,0.3992,72.3,0,,,,,,,,,,,
80.8,1.6028,1.4884,1.4576,79.3627,62.3563,8.7176,8.6102,8.5025,8.7176,8.6101,9.2554,8.6101,8.5028,20.37,7.4288,0.1899,15.7931,0.4991,83.9833,63.3833,265.2,0.3004,58.9,0,,,,,,,,,,,
84.8,2.6034,1.734,1.7708,79.5697,62.5407,8.7177,8.61,8.5026,8.7174,8.61,9.255,8.6102,8.5024,22.61,12.4479,0.1077,23.4766,0.1599,86.2833,66.6,259.175,0.3579,115.4,0,,,,,,,,,,,
92.9333,1.7717,1.1751,1.4356,85.9053,67.3703,8.7198,8.6117,8.5035,8.7196,8.6115,9.2606,8.6116,8.5034,14.87,11.2098,0.1048,19.775,0.2266,78.15,72.5833,263.576,0.2631,34,0,161,0,0,0,0,65,0,0,0,12257,44634
80.4,1.28,1.1412,1.5,88.2893,70.3013,8.7237,8.6171,8.5104,8.7236,8.617,9.2572,8.6173,8.5105,22.28,11.1394,0.0968,19.3335,0.1931,69.4,75.6,261.148,0.2415,33.1,0,,,,,,,,,,,
81.8667,3.8879,2.0183,1.7491,79.305,62.3373,8.7176,8.6099,8.5023,8.7178,8.61,9.255,8.6102,8.5023,16.36,13.6378,0.1057,21.0755,0.143,84.5167,78.4667,172.993,0.3142,41,0,,,,,,,,,,,
94.5333,2.1389,1.8378,1.3369,85.653,67.153,8.7218,8.6131,8.5049,8.7214,8.6132,9.2633,8.6131,8.5046,24.98,15.2848,0.2139,26.1429,0.3683,78.5333,76.25,257.314,1.8502,73.7,0,2097,3,0,0,9,815,0,0,0,3909,24238
91.2,2.5355,2,2.0366,86.1823,67.602,8.7199,8.6121,8.5037,8.7195,8.6116,9.261,8.612,8.5037,15.65,11.9211,0.0991,21.3918,0.1116,72.7667,79.2667,257.959,0.2644,52,0,2005,0,0,0,7,793,0,0,0,6461,28790
85.4333,1.7158,1.6667,1.2936,95.9427,74.8187,8.7137,8.605,8.4905,8.7137,8.605,9.2567,8.6049,8.4964,87.23,9.6203,0.095,16.7792,0.1987,40.2333,47.4833,167.501,0.3872,21.5,0,8343,8,0,5,22,640,20,22,38,586,305
88.3833,1.9375,1.3798,2.0351,124.7567,95.0533,8.52,8.6265,8.736,8.52,8.626,8.025,8.6265,8.7355,,12.1366,0.1016,20.9006,0.1798,86.6167,45.7,271.08,0.1356,105.3,0,2431,10,0,258,151,270,29,176,0,2455,89362
95.6,2.2162,2.3,2.0606,78.771,62.039,8.721,8.6131,8.5057,8.7208,8.6132,9.2595,8.6131,8.5053,18.63,9.5932,0.1237,17.4031,0.1937,61.8833,71.55,168.998,0.381,,0,771,3,0,0,2,373,0,0,0,3392,19189
97.3333,2.6705,1.6576,2.0447,83.7063,66.0723,8.7319,8.6222,8.5203,8.7322,8.6223,9.2735,8.6223,8.5204,17.14,11.9828,0.1122,23.5558,0.1119,71.3,66.7333,173.023,0.3998,67,0,1812,5,0,7,12,338,15,15,20,2320,38096
90.25,1.3921,1.4444,1.4058,79.1457,62.3043,8.7179,8.6105,8.5028,8.7181,8.6104,9.2556,8.6105,8.503,20.13,12.1847,0.0776,23.4133,0.0688,60,60,173.514,0.0776,27,0,655,0,0,0,4,328,0,0,0,3266,20613
84.1333,2.6071,1.6905,1.7619,83.7187,66.08,8.7318,8.6219,8.5205,8.7343,8.6241,9.2734,8.6221,8.5204,19.54,12.2277,0.0796,22.1765,0.0663,72.7167,84.0667,200.171,0.2841,39.2,0,755,4,0,39,32,156,15,33,0,17969,77909
89.1833,1.3944,1.2308,1.4909,84.0237,66.2337,8.7235,8.6161,8.5094,8.7232,8.6163,9.258,8.6162,8.5092,20.31,12.1696,0.1306,20.2895,0.1466,84.4,49.1667,315.298,0.1558,39.8,0,2871,7,0,5,35,623,19,14,0,8021,67745
94.6667,1.5722,1.2647,1.4903,83.294,65.6707,8.7231,8.6162,8.5092,8.7237,8.617,9.2582,8.6164,8.5092,20.6,10.5908,0.1732,22.1632,0.1864,83.3,72.9667,172.901,0.386,31.3,0,1660,4,0,3,15,334,15,0,0,16028,70399
88.25,2.5318,1.2308,1.3955,84.77,66.5797,8.7179,8.6105,8.5031,8.7183,8.6109,9.2556,8.6103,8.5028,26.07,11.9796,0.1019,21.1352,0.1245,60,60,265.369,0.2536,50.9,0,1124,3,0,0,2,461,0,0,0,3491,19565
84.8,1.7059,2.2464,1.8166,99.7153,78.096,8.7329,8.6255,8.518,8.7329,8.6253,9.2706,8.6255,8.518,48.66,13.656,0.17,21.082,0.31,89.6833,75.05,174,0.51,37.6,0,,,,,,,,,,,
90.9167,3.3049,2.0563,2.5031,96.231,75.513,8.7289,8.6214,8.5138,8.7292,8.6216,9.2672,8.6208,8.5129,22.98,12.1394,0.0975,23.532,0.1739,89.2333,49.4333,255.663,0.1238,62.3,0,4471,6,0,114,69,465,21,98,0,5760,61254
94.5333,2.541,2.7222,2.4194,78.8317,62.0537,8.7209,8.6134,8.5051,8.7208,8.6129,9.2592,8.613,8.5052,19.18,10.4758,0.1158,23.3992,0.133,60.2167,71.55,260.959,0.2262,27.6,0,802,3,0,0,2,0,0,0,0,4595,24187
93.7333,2,1.33,1.0951,83.5751,65.1625,8.731,8.623,8.515,8.718,8.61,9.263,8.61,8.502,14.196,10.9064,0.0906,21.5409,0.0766,66.65,68.4667,175.91,0.4185,28.9,0,,,,,,,,,,,
88.3833,2.4167,1.5849,1.7097,83.1442,65.3516,8.7176,8.6101,8.5024,8.7175,8.61,9.2552,8.6101,8.5026,23.02,9.5543,0.111,17.1578,0.1397,60,60,170.614,0.3935,56.7,0,6474,5,0,0,13,552,16,13,0,2280,41986
82.125,1.4017,1.1785,1.3025,94.4033,73.9963,8.7284,8.6207,8.513,8.7286,8.6209,9.2672,8.6208,8.5133,34.05,10.5893,0.1181,23.2651,0.1131,88.3833,57.25,260.053,0.3004,41.9,0,,,,,,,,,,,
93.7333,2.25,2.78,3.1042,83.714,66.138,8.732,8.6221,8.5204,8.7323,8.6221,9.2733,8.6219,8.5203,17.38,10.5042,0.13,22.1546,0.13,79.25,77.5833,174.851,0.45,39.29,0,1069,5,0,53,28,232,16,45,0,1646,29547
91.0667,1.4737,1.1744,1.449,95.783,75.1307,8.735,8.624,8.521,8.732,8.624,9.274,8.623,8.52,24.35,12.3796,0.1186,22.43,0.151,94,80.7467,251.535,0.3023,47.3,0,,,,,,,,,,,
92.8,1.6413,1.3155,1.6308,85.3783,67.0603,8.7331,8.6255,8.5179,8.7332,8.6257,9.2705,8.6254,8.5177,21.38,12.6114,0.1556,21.6634,0.2049,77.3833,82.9,248.691,0.2081,56.4,0,1732,4,0,7,28,214,18,15,0,2554,28012
95.4667,2.2554,1.777,1.9305,84.8923,66.6743,8.7336,8.6261,8.5187,8.7336,8.6261,9.2717,8.6263,8.5188,23.86,12.5936,0.0773,22.9758,0.0764,75.75,85.4,200.758,0.3408,62.1,0,,,,,,,,,,,
93.7333,2.9567,2.102,2.3306,84.3963,66.5933,8.7209,8.6134,8.5052,8.7209,8.613,9.259,8.6133,8.5051,22.37,12.5353,0.1735,22.5581,0.1549,81.95,71.2833,200.452,0.6554,47.26,0,1000,0,0,0,2,450,0,0,0,4482,19721
91.85,1.925,1.5074,1.7335,85.5103,67.1587,8.7185,8.6109,8.5034,8.719,8.6114,9.2566,8.6111,8.5036,14.46,10,0.01,20,0.01,60,60,200,0.01,40,0,2356,0,0,0,6,1026,0,0,0,6129,41601
96.5333,3,3,3,80,63,8.7303,8.6225,8.5148,8.7303,8.6225,9.2692,8.6225,8.5148,20,11.1119,0.2011,19.2384,0.4828,80,80,264.457,0.274,96.3,0,1038,7,0,0,4,525,0,0,0,4295,30218
87.3167,1.1334,1.6502,1.3125,86.3333,67.6667,8.7207,8.6125,8.5043,8.7211,8.6232,9.2617,8.6127,8.5043,16.47,9.6961,0.12,16.5711,0.16,60,60,172.37,0.38,65.1,0,673,0,0,0,2,386,0,0,0,6555,28522
93.0667,2,2.6102,2.902,71.6336,56.637,8.738,8.628,8.526,8.738,8.628,9.281,8.628,8.527,17.18,10,0.01,20,0.01,81.72,76.65,200,0.01,40,0,1026,5,0,11,28,332,16,17,19,12436,70027
96.25,3,3,3,85.6667,67.3333,8.7303,8.6225,8.5148,8.7303,8.6225,9.2692,8.6225,8.5148,20,10,0.01,20,0.01,60,60,200,0.01,40,0,522,0,0,0,1,293,0,0,0,5557,26710
96.25,3,3,3,80,62.6667,8.7303,8.6225,8.5148,8.7303,8.6225,9.2692,8.6225,8.5148,20,10,0.01,20,0.01,60,60,200,0.01,40,0,515,0,0,0,1,297,0,0,0,3857,20322
94.5167,3,3,3,86,67.3333,8.7303,8.6225,8.5148,8.7303,8.6225,9.2692,8.6225,8.5148,20,10,0.01,20,0.01,60,60,200,0.01,40,0,1770,0,0,0,6,832,0,0,0,4690,25505
96.25,3,3,3,85.6667,66.6667,8.7303,8.6225,8.5148,8.7303,8.6225,9.2692,8.6225,8.5148,20,10,0.01,20,0.01,60,60,200,0.01,40,0,797,0,0,0,3,446,0,0,0,22855,92368
89.3333,1.99,1.85,1.18,57.3333,63.3333,8.7198,8.6119,8.5036,8.7201,8.6121,9.2607,8.6118,8.5035,27.25,12.8645,0.1363,22.4427,0.384,63.4,70.9,191.67,0.2482,46.3,0,3758,8,0,95,83,487,25,72,24,13502,90507
96.25,3,3,3,85.3333,67,8.7303,8.6225,8.5148,8.7303,8.6225,9.2692,8.6225,8.5148,20,10,0.01,20,0.01,60,60,200,0.01,40,0,161,0,0,0,0,65,0,0,0,12257,44634
96.25,3,3,3,85.3333,67,8.7303,8.6225,8.5148,8.7303,8.6225,9.2692,8.6225,8.5148,20,10,0.01,20,0.01,60,60,200,0.01,40,0,1035,0,0,0,2,420,0,0,0,23584,94085
94.5167,3,3,3,84,67,8.7303,8.6225,8.5148,8.7303,8.6225,9.2692,8.6225,8.5148,20,10,0.01,20,0.01,60,60,200,0.01,40,0,994,4,0,33,19,120,15,32,0,3705,27402
92.7833,3,3,3,84,67,8.7303,8.6225,8.5148,8.7303,8.6225,9.2692,8.6225,8.5148,20,10,0.01,20,0.01,60,60,200,0.01,40,0,1493,5,0,34,22,191,15,33,17,20430,88154
100,,,,,,,,,,,,,,,,,,,65,65,,,,,518,3,0,0,11,108,0,0,36,12238,33347
96.25,,,,71.6336,56.637,8.738,8.628,8.526,8.738,8.628,9.281,8.628,8.527,17.18,9.6961,0.12,16.5711,0.16,65,65,172.37,0.38,65.1,0,431,0,0,0,1,221,0,0,0,2825,14978
92,,,,71.6336,56.637,8.738,8.628,8.526,8.738,8.628,9.281,8.628,8.527,17.18,9.6961,0.12,16.5711,0.16,65,65,172.37,0.38,65.1,0,837,0,0,0,4,442,0,0,0,4148,27315
89.6389,,,,71.6336,56.637,8.738,8.628,8.526,8.738,8.628,9.281,8.628,8.527,17.18,9.6961,0.12,16.5711,0.16,65,65,172.37,0.38,65.1,0,856,8,0,3,3,25,15,0,0,34559,73549
